0,1,100,0,0,25,1600,1900
0,2,100,0,0,25,1600,1900
0,3,100,0,0,25,1600,1900
0,4,100,0,0,25,1600,1900
0,5,100,0,0,25,1600,1900
0,6,100,0,0,25,1600,1900
0,7,100,0,0,25,1600,1900
0,8,100,0,0,25,1600,1900
0,9,100,0,0,25,1600,1900
0,10,100,0,0,25,1600,1900
0,11,100,0,0,25,1600,1900
0,12,100,0,0,25,1600,1900
295,1,40,35,25,60,0,1700
295,2,40,40,20,55,1630,1730
295,3,50,30,20,45,1700,1800
295,4,55,35,10,35,1800,1900
295,5,70,30,0,20,1900,2000
295,6,80,20,0,10,2000,2100
295,7,90,10,0,0,2000,2100
295,8,85,15,0,0,1900,2000
295,9,75,25,0,10,1800,1900
295,10,45,55,0,20,1700,1800
295,11,45,40,15,40,1630,1730
295,12,50,20,30,60,0,1700
315,1,40,35,25,60,0,1700
315,2,40,40,20,55,1630,1730
315,3,50,30,20,45,1700,1800
315,4,55,35,10,35,1800,1900
315,5,70,30,0,20,1900,2000
315,6,80,20,0,10,2000,2100
315,7,90,10,0,0,2000,2100
315,8,85,15,0,0,1900,2000
315,9,75,25,0,10,1800,1900
315,10,45,55,0,20,1700,1800
315,11,45,40,15,40,1630,1730
315,12,50,20,30,60,0,1700
343,1,40,35,25,60,0,1700
343,2,40,40,20,55,1630,1730
343,3,50,30,20,45,1700,1800
343,4,55,35,10,35,1800,1900
343,5,70,30,0,20,1900,2000
343,6,80,20,0,10,2000,2100
343,7,90,10,0,0,2000,2100
343,8,85,15,0,0,1900,2000
343,9,75,25,0,10,1800,1900
343,10,45,55,0,20,1700,1800
343,11,45,40,15,40,1630,1730
343,12,50,20,30,60,0,1700
367,1,40,45,15,65,0,1700
367,2,50,40,10,50,1630,1730
367,3,40,55,5,35,1700,1800
367,4,60,40,0,20,1800,1900
367,5,70,30,0,15,1900,2000
367,6,85,15,0,5,2000,2100
367,7,90,10,0,5,2000,2100
367,8,90,10,0,5,1900,2000
367,9,75,25,0,15,1800,1900
367,10,50,50,0,35,1700,1800
367,11,45,55,0,55,1630,1730
367,12,35,45,20,65,0,1700
811,1,50,35,15,60,0,1700
811,2,55,35,10,50,1630,1730
811,3,60,40,0,35,1700,1800
811,4,75,25,0,20,1800,1900
811,5,80,20,0,15,1900,2000
811,6,85,15,0,5,2000,2100
811,7,90,10,0,0,2000,2100
811,8,90,10,0,0,1900,2000
811,9,70,30,0,15,1800,1900
811,10,60,40,0,35,1700,1800
811,11,45,45,10,50,1630,1730
811,12,50,35,15,60,0,1700
939,1,45,40,15,70,0,1700
939,2,50,40,10,55,1630,1730
939,3,60,40,0,35,1700,1800
939,4,75,25,0,20,1800,1900
939,5,80,20,0,15,1900,2000
939,6,85,15,0,5,2000,2100
939,7,90,10,0,0,2000,2100
939,8,90,10,0,0,1900,2000
939,9,70,30,0,15,1800,1900
939,10,60,40,0,35,1700,1800
939,11,45,45,10,50,1630,1730
939,12,50,35,15,60,0,1700
1006,1,40,45,15,65,0,1700
1006,2,50,40,10,50,1630,1730
1006,3,40,55,5,35,1700,1800
1006,4,60,40,0,20,1800,1900
1006,5,70,30,0,15,1900,2000
1006,6,85,15,0,5,2000,2100
1006,7,90,10,0,5,2000,2100
1006,8,90,10,0,5,1900,2000
1006,9,75,25,0,15,1800,1900
1006,10,50,50,0,35,1700,1800
1006,11,45,55,0,55,1630,1730
1006,12,35,45,20,65,0,1700
1038,1,45,45,10,60,0,1700
1038,2,55,40,5,50,1630,1730
1038,3,60,40,0,35,1700,1800
1038,4,70,30,0,20,1800,1900
1038,5,80,20,0,15,1900,2000
1038,6,95,5,0,5,2000,2100
1038,7,95,5,0,5,2000,2100
1038,8,90,10,0,0,1900,2000
1038,9,85,15,0,15,1800,1900
1038,10,65,35,0,35,1700,1800
1038,11,40,50,10,55,1630,1730
1038,12,40,50,10,65,0,1700
1102,1,45,40,15,70,0,1700
1102,2,50,40,10,55,1630,1730
1102,3,50,40,10,35,1700,1800
1102,4,75,25,0,20,1800,1900
1102,5,80,20,0,15,1900,2000
1102,6,85,15,0,5,2000,2100
1102,7,90,10,0,0,2000,2100
1102,8,90,10,0,0,1900,2000
1102,9,70,30,0,15,1800,1900
1102,10,55,40,5,35,1700,1800
1102,11,45,45,10,50,1630,1730
1102,12,50,35,15,60,0,1700
1131,1,50,15,35,60,0,1700
1131,2,50,25,25,55,1630,1730
1131,3,55,40,5,45,1700,1800
