0,1,100,0,0,25,1600,1900
0,2,100,0,0,25,1600,1900
0,3,100,0,0,25,1600,1900
0,4,100,0,0,25,1600,1900
0,5,100,0,0,25,1600,1900
0,6,100,0,0,25,1600,1900
0,7,100,0,0,25,1600,1900
0,8,100,0,0,25,1600,1900
0,9,100,0,0,25,1600,1900
0,10,100,0,0,25,1600,1900
0,11,100,0,0,25,1600,1900
0,12,100,0,0,25,1600,1900
379,1,40,35,25,60,1600,1700
379,2,40,40,20,55,1630,1730
379,3,50,30,20,45,1700,1800
379,4,55,35,10,35,1800,1900
379,5,70,30,0,20,1900,2000
379,6,80,20,0,10,2000,2100
379,7,90,10,0,0,2000,2100
379,8,85,15,0,0,1900,2000
379,9,75,25,0,10,1800,1900
379,10,45,55,0,20,1700,1800
379,11,45,40,15,40,1630,1730
379,12,50,20,30,60,1600,1700
399,1,50,35,15,60,1600,1700
399,2,50,40,10,55,1630,1730
399,3,50,40,10,45,1700,1800
399,4,60,40,0,35,1800,1900
399,5,70,30,0,20,1900,2000
399,6,80,20,0,10,2000,2100
399,7,85,15,0,0,2000,2100
399,8,80,20,0,0,1900,2000
399,9,70,30,0,10,1800,1900
399,10,50,50,0,20,1700,1800
399,11,35,55,10,40,1630,1730
399,12,45,40,15,60,1600,1700
427,1,50,30,20,60,1600,1700
427,2,50,30,20,55,1630,1730
427,3,55,35,10,45,1700,1800
427,4,55,35,10,35,1800,1900
427,5,70,30,0,20,1900,2000
427,6,80,20,0,10,2000,2100
427,7,85,15,0,0,2000,2100
427,8,80,20,0,0,1900,2000
427,9,70,30,0,10,1800,1900
427,10,55,45,0,20,1700,1800
427,11,45,40,15,40,1630,1730
427,12,50,30,20,60,1600,1700
449,1,40,45,15,65,1600,1700
449,2,50,40,10,50,1630,1730
449,3,40,55,5,35,1700,1800
449,4,60,40,0,20,1800,1900
449,5,70,30,0,15,1900,2000
449,6,85,15,0,5,2000,2100
449,7,90,10,0,5,2000,2100
449,8,90,10,0,5,1900,2000
449,9,75,25,0,15,1800,1900
449,10,50,50,0,35,1700,1800
449,11,45,55,0,55,1630,1730
449,12,40,45,15,65,1600,1700
893,1,50,35,15,60,1600,1700
893,2,55,35,10,50,1630,1730
893,3,60,40,0,35,1700,1800
893,4,75,25,0,20,1800,1900
893,5,80,20,0,15,1900,2000
893,6,85,15,0,5,2000,2100
893,7,90,10,0,0,2000,2100
893,8,90,10,0,0,1900,2000
893,9,70,30,0,15,1800,1900
893,10,60,40,0,35,1700,1800
893,11,45,45,10,50,1630,1730
893,12,50,35,15,60,1600,1700
1021,1,40,40,20,70,1600,1700
1021,2,40,40,20,55,1630,1730
1021,3,50,40,10,40,1700,1800
1021,4,75,25,0,20,1800,1900
1021,5,80,20,0,10,1900,2000
1021,6,90,10,0,0,2000,2100
1021,7,80,20,0,0,2000,2100
1021,8,80,20,0,5,1900,2000
1021,9,80,20,0,10,1800,1900
1021,10,50,50,0,40,1700,1800
1021,11,40,45,15,55,1630,1730
1021,12,50,30,20,70,1600,1700
1091,1,35,55,10,60,1600,1700
1091,2,50,45,5,50,1630,1730
1091,3,50,50,0,35,1700,1800
1091,4,65,35,0,20,1800,1900
1091,5,70,30,0,15,1900,2000
1091,6,85,15,0,5,2000,2100
1091,7,85,15,0,5,2000,2100
1091,8,80,20,0,5,1900,2000
1091,9,70,30,0,10,1800,1900
1091,10,50,50,0,40,1700,1800
1091,11,40,50,10,60,1630,1730
1091,12,45,45,10,70,1600,1700
1123,1,45,45,10,60,1600,1700
1123,2,55,40,5,50,1630,1730
1123,3,60,40,0,35,1700,1800
1123,4,70,30,0,20,1800,1900
1123,5,80,20,0,15,1900,2000
1123,6,95,5,0,5,2000,2100
1123,7,95,5,0,0,2000,2100
1123,8,90,10,0,0,1900,2000
1123,9,85,15,0,15,1800,1900
1123,10,65,35,0,35,1700,1800
1123,11,40,50,10,50,1630,1730
1123,12,40,50,10,65,1600,1700
1187,1,35,50,15,65,1600,1700
1187,2,40,50,10,55,1630,1730
1187,3,40,50,10,40,1700,1800
1187,4,60,40,0,20,1800,1900
1187,5,70,30,0,10,1900,2000
1187,6,80,20,0,5,2000,2100
1187,7,85,15,0,5,2000,2100
1187,8,80,20,0,10,1900,2000
1187,9,70,30,0,15,1800,1900
1187,10,50,45,5,40,1700,1800
1187,11,35,55,10,55,1630,1730
1187,12,45,40,15,65,1600,1700
1216,1,50,15,35,60,1600,1700
