Date,Local Time,Home ID,Away ID
20160814,1500,1,9
20160814,1500,1943,11
20160813,1500,1796,1960
20160815,2000,5,19
20160813,1500,1799,109
20160813,1500,7,18
20160813,1230,1952,95
20160813,1730,10,106
20160813,1500,12,1806
20160813,1500,17,1795
20160820,1730,95,1
20160820,1500,1796,9
20160819,2000,11,17
20160820,1230,1806,10
20160821,1330,106,12
20160820,1500,1960,1952
20160820,1500,18,1799
20160820,1500,1795,5
20160820,1500,109,7
20160821,1600,19,1943
20160827,1500,5,1796
20160827,1500,1799,1943
20160827,1500,7,1806
20160827,1730,1952,11
20160827,1500,95,1960
20160828,1600,10,19
20160827,1500,17,106
20160827,1230,18,9
20160827,1500,1795,1
20160828,1330,109,12
20160910,1500,1,17
20160910,1500,1943,109
20160910,1500,1796,1952
20160910,1730,9,95
20160910,1230,11,10
20160910,1500,12,1799
20160910,1500,1806,18
20160912,2000,106,7
20160911,1600,1960,5
20160910,1500,19,1795
20160916,2000,5,9
20160918,1415,1799,1806
20160917,1730,7,12
20160917,1500,1952,1
20160917,1500,95,1796
20160917,1500,10,1943
20160918,1415,17,1960
20160918,1630,18,106
20160918,1200,1795,11
20160917,1500,109,19
20160924,1730,1,5
20160924,1500,1943,7
20160926,2000,1796,1795
20160924,1500,9,1952
20160924,1230,11,95
20160924,1500,12,18
20160924,1500,1806,109
20160924,1500,106,1799
20160924,1500,1960,10
20160925,1600,19,17
20161002,1330,1796,1
20161001,1500,7,1799
20161001,1500,1952,5
20161001,1500,95,17
20161001,1730,11,1806
20161001,1500,106,109
20161002,1600,1960,9
20161001,1230,18,10
20161001,1500,1795,1943
20161001,1500,19,12
20161015,1500,1,1960
20161015,1500,1943,1952
20161015,1730,5,95
20161015,1500,1799,19
20161015,1230,9,11
20161016,1330,10,7
20161015,1500,12,1795
20161015,1500,17,1796
20161015,1500,1806,106
20161016,1600,109,18
20161022,1230,1,12
20161023,1330,1943,18
20161022,1500,1796,7
20161023,1600,5,11
20161022,1500,1952,1806
20161022,1500,95,1799
20161022,1500,9,109
20161022,1730,10,17
20161022,1500,1960,1795
20161022,1500,19,106
20161029,1730,1799,9
20161029,1500,7,19
20161029,1500,11,1796
20161029,1500,12,1943
20161030,1600,17,5
20161029,1500,1806,1960
20161030,1330,106,1
20161029,1230,18,95
20161029,1500,1795,1952
20161029,1730,109,10
20161105,1230,1,18
20161105,1500,1943,106
20161105,1500,1796,1799
20161104,2000,5,7
20161105,1500,1952,17
20161105,1500,95,109
20161105,1730,9,1795
20161105,1500,10,12
20161106,1600,1960,11
20161107,2000,19,1806
20161119,1230,1799,10
20161119,1500,7,1960
20161119,1730,11,1
