Date,Local Time,Home ID,Away ID
20170811,1945,1,95
20170812,1300,1795,9
20170812,1500,5,1796
20170812,1500,1799,1939
20170812,1500,7,1806
20170812,1500,17,1960
20170812,1500,109,1943
20170812,1730,1808,10
20170813,1330,13,18
20170813,1600,11,19
20170819,1230,1960,11
20170819,1500,1943,1795
20170819,1500,1796,109
20170819,1500,95,1808
20170819,1500,9,1799
20170819,1500,17,19
20170819,1730,1806,1
20170820,1330,1939,13
20170820,1600,18,5
20170821,2000,10,7
20170826,1230,1943,10
20170826,1500,5,7
20170826,1500,1799,1960
20170826,1500,1939,17
20170826,1500,13,19
20170826,1500,18,1796
20170826,1500,1795,1808
20170826,1730,11,95
20170827,1330,109,1806
20170827,1600,9,1
20170909,1230,10,9
20170909,1500,1,1943
20170909,1500,1808,109
20170909,1500,7,18
20170909,1500,95,5
20170909,1500,17,1795
20170909,1500,1806,11
20170909,1500,19,1939
20170910,1330,1796,1799
20170910,2000,1960,13
20170915,1230,1943,1808
20170916,1500,1799,17
20170916,1500,1939,95
20170916,1500,9,1796
20170916,1500,13,1806
20170916,1500,1795,10
20170916,1500,109,19
20170916,1730,18,1960
20170917,1330,5,1
20170917,1600,11,7
20170923,1230,19,18
20170923,1500,1796,1939
20170923,1500,7,1943
20170923,1500,10,1799
20170923,1500,17,11
20170923,1500,1806,5
20170923,1500,1960,1795
20170923,1730,95,9
20170924,1600,1808,13
20170925,1500,1,109
20170930,1230,1939,18
20170930,1500,1943,95
20170930,1500,11,1799
20170930,1500,1806,17
20170930,1500,109,1795
20170930,1500,19,1960
20170930,1730,5,10
20171001,1200,1,1808
20171001,1415,7,1796
20171001,1630,13,9
20171014,1230,1808,7
20171014,1415,1796,19
20171014,1500,1799,5
20171014,1500,95,109
20171014,1500,9,11
20171014,1500,10,1806
20171014,1500,17,13
20171014,1500,1960,1939
20171014,1600,18,1943
20171014,1730,1795,1
20171021,1230,5,1795
20171021,1415,7,1
20171021,1500,1939,11
20171021,1500,10,1796
20171021,1500,13,1799
20171021,1500,17,109
20171021,1500,1806,1943
20171021,1500,1960,95
20171021,1600,18,9
20171021,1730,19,1808
20171028,1230,1,1960
20171028,1415,1943,5
20171028,1500,1808,17
20171028,1500,1796,13
20171028,1500,1799,19
20171028,1500,95,7
20171028,1500,9,1939
20171028,1500,11,18
20171028,1600,1795,1806
20171028,1730,109,10
20171104,1230,5,11
20171104,1415,7,1795
20171104,1500,1939,109
20171104,1500,13,1943
20171104,1500,17,1796
20171104,1500,1806,95
20171104,1500,1960,1808
20171104,1500,18,1799
20171104,1600,19,9
20171105,1730,10,1
20171118,1230,1,18
20171118,1415,1943,1939
20171118,1500,1808,1806
20171118,1500,1796,1960
20171118,1500,1799,7
20171118,1500,95,10
20171118,1500,9,17
20171118,1500,11,13
20171118,1600,1795,19
20171118,1730,109,5
20171125,1230,1799,1806
20171125,1415,1939,10
20171125,1500,9,5
20171125,1500,11,1808
20171125,1500,13,1795
20171125,1500,17,7
20171125,1500,1960,1943
20171125,1500,18,109
20171125,1600,19,95
20171126,1730,1796,1
20171128,1945,1,1939
20171128,1945,1943,1796
20171128,1945,1808,1799
20171128,1945,95,18
20171128,1945,1795,11
20171128,2000,109,13
20171129,1945,5,1960
