Date,Local Time,Home ID,Away ID
20150611,2030,111459,111465
20150612,2030,1386,111451
20150615,1800,111465,111451
20150615,2030,111459,1386
20150619,1800,1386,111465
20150619,2030,111459,111451
20150613,1600,1377,111481
20150613,1830,1369,1375
20150616,1800,1375,111481
20150616,2030,1369,1377
20150620,1600,1369,111481
20150620,1830,1377,1375
20150614,1600,111109,111487
20150614,1830,1370,111108
20150617,2100,1370,111109
20150618,2030,111108,111487
20150621,1600,111109,111108
20150621,1830,1370,111487
