Date,Local Time,Home ID,Away ID
20150814,2030,21,28
20150815,1530,169,111239
20150815,1530,32,10029
20150815,1530,100409,166
20150815,1530,110502,485
20150815,1530,38,34
20150815,1830,22,23
20150816,1530,175,1824
20150816,1730,36,31
20150821,2030,166,38
20150822,1530,31,175
20150822,1530,10029,21
20150822,1530,1824,100409
20150822,1530,34,110502
20150822,1530,485,32
20150822,1830,28,36
20150823,1530,111239,22
20150823,1730,23,169
20150828,2030,175,34
20150829,1530,31,28
20150829,1530,169,485
20150829,1530,100409,111239
20150829,1530,110502,10029
20150829,1530,36,1824
20150829,1830,21,32
20150830,1530,22,166
20150830,1730,38,23
20150911,2030,23,28
20150912,1530,32,110502
20150912,1530,21,100409
20150912,1530,111239,175
20150912,1530,485,22
20150912,1530,166,36
20150912,1830,1824,31
20150913,1530,10029,38
20150913,1730,34,169
20150918,2030,169,10029
20150919,1530,31,23
20150919,1530,28,1824
20150919,1530,110502,21
20150919,1530,175,166
20150919,1530,38,111239
20150920,1530,36,34
20150920,1730,22,32
20150920,1730,100409,485
20150922,2000,21,175
20150922,2000,111239,28
20150922,2000,166,31
20150922,2000,110502,38
20150923,2000,10029,22
20150923,2000,32,169
20150923,2000,23,100409
20150923,2000,34,1824
20150923,2000,485,36
20150925,2030,31,111239
20150926,1530,169,21
20150926,1530,100409,10029
20150926,1530,36,23
20150926,1530,175,485
20150926,1530,38,32
20150926,1830,28,34
20150927,1530,1824,166
20150927,1730,22,110502
20151002,2030,485,38
20151003,1530,10029,36
20151003,1530,32,100409
20151003,1530,23,175
20151003,1530,166,28
20151003,1530,110502,169
20151003,1830,21,22
20151004,1530,34,31
20151004,1730,111239,1824
20151016,2030,36,111239
20151017,1530,169,22
20151017,1530,100409,110502
20151017,1530,28,32
20151017,1530,175,10029
20151017,1530,38,21
20151017,1830,1824,23
20151018,1530,34,166
20151018,1730,31,485
20151023,2030,21,31
20151024,1530,169,38
20151024,1530,10029,28
20151024,1530,111239,166
20151024,1530,485,1824
20151024,1530,110502,175
20151024,1830,23,34
20151025,1530,22,100409
20151025,1730,32,36
20151030,2030,1824,21
20151031,1530,31,10029
20151031,1530,28,485
20151031,1530,166,23
20151031,1530,36,110502
20151031,1530,38,22
20151031,1830,34,111239
20151101,1530,175,32
20151101,1730,100409,169
20151106,2030,100409,38
20151107,1530,169,175
20151107,1530,21,36
20151107,1530,23,111239
20151107,1530,485,166
20151107,1530,110502,28
20151107,1830,22,34
20151108,1530,32,31
20151108,1730,10029,1824
20151120,2030,175,38
20151121,1530,31,169
20151121,1530,23,485
20151121,1530,1824,32
20151121,1530,111239,110502
20151121,1530,166,10029
20151121,1830,34,21
20151122,1530,28,22
20151122,1730,36,100409
20151127,2030,169,1824
20151128,1530,10029,23
20151128,1530,100409,175
20151128,1530,485,111239
20151128,1530,110502,31
20151128,1530,38,28
20151128,1830,32,34
20151129,1530,22,36
20151129,1730,21,166
20151204,2030,34,485
20151205,1530,23,21
20151205,1530,111239,10029
20151205,1530,28,169
20151205,1530,166,32
20151205,1530,175,22
20151205,1830,36,38
20151206,1530,31,100409
20151206,1730,1824,110502
20151211,2030,169,36
20151212,1530,10029,485
20151212,1530,21,111239
20151212,1530,22,1824
20151212,1530,100409,34
20151212,1530,110502,166
20151212,1830,32,23
20151213,1530,38,31
20151213,1730,175,28
20151218,2030,31,22
20151219,1530,23,110502
20151219,1530,1824,38
20151219,1530,111239,32
20151219,1530,485,21
20151219,1530,166,169
20151219,1830,34,10029
20151220,1530,28,100409
20151220,1730,36,175
20160122,2030,23,22
20160123,1530,1824,175
20160123,1530,111239,169
20160123,1530,28,21
20160123,1530,485,110502
20160123,1530,166,100409
20160123,1830,34,38
20160124,1530,31,36
20160124,1730,10029,32
20160129,2030,175,31
20160130,1530,32,485
20160130,1530,21,10029
20160130,1530,100409,1824
20160130,1530,36,28
20160130,1530,38,166
20160130,1830,169,23
20160131,1530,22,111239
20160131,1730,110502,34
20160205,2030,23,38
20160206,1530,10029,110502
20160206,1530,1824,36
20160206,1530,34,175
20160206,1530,485,169
20160206,1530,166,22
20160206,1830,32,21
20160207,1530,28,31
20160207,1730,111239,100409
20160212,2030,175,111239
20160213,1530,31,1824
20160213,1530,169,34
20160213,1530,22,485
20160213,1530,28,23
20160213,1530,38,10029
20160213,1830,100409,21
20160214,1530,36,166
20160214,1730,110502,32
20160219,2030,111239,38
20160220,1530,10029,169
20160220,1530,21,110502
20160220,1530,1824,28
20160220,1530,485,100409
20160220,1530,166,175
20160220,1830,23,31
20160221,1530,34,36
20160221,1730,32,22
20160226,2030,31,166
20160227,1530,22,10029
20160227,1530,1824,34
20160227,1530,28,111239
20160227,1530,36,485
20160227,1530,38,110502
20160227,1830,175,21
20160228,1530,100409,23
20160228,1730,169,32
20160301,2000,32,38
20160301,2000,23,36
20160301,2000,111239,31
20160301,2000,485,175
20160302,2000,10029,100409
20160302,2000,21,169
20160302,2000,34,28
20160302,2000,166,1824
20160302,2000,110502,22
20160304,2030,175,23
20160305,1530,31,34
20160305,1530,1824,111239
20160305,1530,100409,32
20160305,1530,36,10029
20160305,1530,38,485
20160305,1830,22,21
20160306,1530,28,166
20160306,1730,169,110502
20160311,2030,110502,100409
20160312,1530,10029,175
20160312,1530,22,169
20160312,1530,23,1824
20160312,1530,111239,36
20160312,1530,485,31
20160312,1830,32,28
20160313,1530,21,38
20160313,1730,166,34
20160318,2030,38,169
20160319,1530,31,21
20160319,1530,100409,22
20160319,1530,28,10029
20160319,1530,166,111239
20160319,1530,175,110502
20160319,1830,34,23
20160320,1530,1824,485
20160320,1730,36,32
20160401,2030,111239,34
20160402,1530,169,100409
20160402,1530,32,175
20160402,1530,22,38
20160402,1530,485,28
20160402,1530,110502,36
20160402,1830,23,166
20160403,1530,10029,31
20160403,1730,21,1824
20160408,2030,111239,23
20160409,1530,31,32
20160409,1530,34,22
20160409,1530,28,110502
20160409,1530,166,485
20160409,1530,38,100409
20160409,1830,36,21
20160410,1530,175,169
20160410,1730,1824,10029
20160415,2030,22,28
20160416,1530,169,31
20160416,1530,10029,166
20160416,1530,32,1824
20160416,1530,100409,36
20160416,1530,110502,111239
20160416,1830,21,34
20160417,1530,485,23
20160417,1730,38,175
