Date,Local Time,Home ID,Away ID
20160303,1400,111140,111138
20160304,1400,687,693
20160304,1430,697,695
20160304,1430,111065,111651
20160304,1500,694,691
20160304,1500,688,696
20160304,1530,698,111144
20160304,1600,111928,111139
20160305,1800,112606,112828
20160305,1900,112885,689
20160305,2000,101112,112134
20160311,1400,693,111065
20160311,1400,689,694
20160311,1430,112134,111651
20160311,1500,111139,111144
20160311,1500,698,687
20160311,1530,696,695
20160311,1600,111928,101112
20160312,1600,112828,688
20160312,180,111138,112885
20160312,1900,697,111140
20160318,1600,112828,111139
20160318,1600,112885,693
20160318,1800,101112,111651
20160318,1800,688,687
20160318,1900,112606,112134
20160318,1900,695,691
20160318,1900,696,111928
20160318,2000,694,111138
20160318,2000,111065,697
20160318,2000,111140,698
20160319,1600,111144,689
20160325,1400,691,111138
20160325,1600,689,111065
20160325,1930,687,111140
20160331,1930,111651,696
20160331,2200,111144,112885
20160401,1400,112828,111928
20160401,1500,693,111139
20160401,1600,687,112606
20160401,1900,688,112134
20160401,2000,111138,111065
20160401,2030,698,689
20160401,2200,101112,697
20160402,2100,111140,691
20160407,2200,697,111139
20160408,1400,693,687
20160408,1400,691,698
20160408,1600,688,112828
20160408,1900,112134,111140
20160408,1930,111651,112885
20160408,2000,695,111138
20160408,2130,111065,101112
20160408,2200,111928,111144
20160409,1600,112606,689
20160409,1900,696,694
20160414,1900,112134,112828
20160414,2200,101112,111144
20160414,2200,111928,695
20160415,1300,111139,112885
20160415,1500,112606,697
20160415,1700,693,691
20160415,1930,689,688
20160415,2000,687,111651
20160415,2030,698,111138
20160415,2100,694,111065
20160415,2200,111140,696
20160419,1930,691,111928
20160421,1930,111651,693
20160422,1300,112134,111139
20160422,1600,698,111928
20160422,1600,111140,101112
20160422,1930,691,688
20160422,1930,689,687
20160422,2000,695,696
20160422,2130,111065,112885
20160423,1330,112828,112606
20160423,1600,697,111144
20160423,1800,111138,694
20160428,1930,111651,698
20160429,1500,111139,101112
20160429,1600,112606,694
20160429,1930,687,112828
20160429,1930,689,693
20160429,2000,695,111140
20160429,2000,111138,111928
20160429,2030,696,111065
20160429,2200,111144,691
20160429,2200,697,112134
20160430,1500,112885,688
20160503,1930,111651,112606
20160503,2030,696,689
20160505,2200,694,101112
20160506,1600,111144,111651
20160506,1800,688,111139
20160506,1900,112134,689
20160506,1930,687,691
20160506,2030,698,112606
20160506,2130,111065,695
20160506,2200,697,693
20160506,2200,111928,111140
20160507,1330,111138,696
20160507,1600,112828,112885
20160510,1930,687,111651
20160512,2100,698,101112
20160513,1500,111651,111138
20160513,1600,694,111928
20160513,1700,111139,687
20160513,1900,688,112134
20160513,1930,691,111065
20160513,1930,112606,696
20160513,2030,693,111144
20160514,1600,111140,112885
20160514,1800,689,697
20160514,2000,695,112828
20160517,1930,112134,698
20160517,2030,693,694
20160517,2030,696,111144
20160517,2100,111065,112828
20160517,2200,111928,112606
20160519,1930,689,111651
20160520,1500,111139,111140
20160520,1600,688,693
20160520,1700,111144,111065
20160520,1900,101112,696
20160520,1900,112134,694
20160520,1900,112885,698
20160520,2000,695,111928
20160521,1430,691,687
20160521,1700,111138,697
20160521,1900,112606,112828
20160525,2030,693,695
20160526,1900,111651,687
20160527,1500,111144,111140
20160527,1900,101112,688
20160527,1930,689,691
20160527,2000,111065,112134
20160527,2000,694,696
20160527,2000,111138,112606
20160527,2200,111928,697
20160528,1700,112885,112828
20160528,2000,695,698
20160531,1930,112828,691
20160531,1930,112606,688
20160531,1930,687,111144
20160531,2030,698,111065
20160602,2200,111140,111928
20160603,1300,112828,112134
20160603,1700,696,111138
20160603,1730,101112,112885
20160603,1900,688,697
20160603,1930,691,111651
20160603,1930,111139,689
20160603,2000,695,111065
20160603,2100,694,687
20160604,1930,112606,693
20160604,2200,111144,698
20160610,1600,693,112885
20160610,2000,696,111139
20160610,2200,111140,695
20160617,1300,112828,111144
20160617,1900,112885,687
20160617,1930,691,693
20160617,1930,112606,111139
20160617,1930,111651,688
20160617,2100,111928,696
20160617,2200,101112,695
20160617,2200,111065,111138
20160617,2200,697,698
20160618,1700,112134,689
20160618,2130,694,111140
20160621,1930,688,112885
20160621,2000,111138,111140
20160621,2100,694,697
