Date,Local Time,Home ID,Away ID
20170818,2030,21,32
20170819,1530,10029,38
20170819,1530,166,36
20170819,1530,28,100409
20170819,1530,169,485
20170819,1530,175,22
20170819,1830,34,112172
20170820,1530,25,1824
20170820,1800,23,31
20170825,2030,31,28
20170826,1530,38,21
20170826,1530,1824,175
20170826,1530,32,10029
20170826,1530,100409,23
20170826,1530,36,169
20170826,1830,22,166
20170827,1530,112172,25
20170827,1800,485,34
20170908,2030,28,112172
20170909,1530,25,22
20170909,1530,23,1824
20170909,1530,100409,31
20170909,1530,169,32
20170909,1530,175,485
20170909,1830,10029,21	 
20170910,1530,166,38
20170910,1800,34,36
20170915,2030,485,28
20170916,1530,21,169
20170916,1530,112172,23
20170916,1530,38,34
20170916,1530,1824,100409
20170916,1530,36,175
20170917,1330,10029,166
20170917,1530,32,25
20170917,1800,22,31
20170919,1830,23,36
20170919,2030,34,21
20170919,2030,100409,112172
20170919,2030,175,38
20170920,1830,31,1824
20170920,2030,166,32
20170920,2030,25,485
20170920,2030,28,22
20170920,2030,169,10029
20170922,2030,21,175
20170923,1530,112172,1824
20170923,1530,10029,34
20170923,1530,38,25
20170923,1530,169,166
20170923,1530,36,100409
20170923,1830,22,23
20170924,1530,485,31
20170924,1800,32,28
20170929,2030,31,112172
20170930,1530,166,21
20170930,1530,25,10029
20170930,1530,23,485
20170930,1530,34,32
20170930,1530,1824,36
20170930,1830,100409,22
20171001,1530,28,38
20171001,1800,175,169
20171013,2030,21,25
20171014,1530,22,112172
20171014,1530,10029,100409
20171014,1530,166,34
20171014,1530,38,23
20171014,1530,32,175
20171014,1830,169,28
20171015,1530,485,1824
20171015,1800,36,31
20171020,2030,112172,36
20171021,1530,31,38
20171021,1530,25,166
20171021,1530,23,32
20171021,1530,34,169
20171021,1530,1824,22
20171021,1830,100409,485
20171022,1530,28,21
20171022,1800,175,10029
20171027,2030,21,112172
20171028,1530,10029,23
20171028,1530,166,28
20171028,1530,38,100409
20171028,1530,34,175
20171028,1530,32,31
20171028,1830,169,1824
20171029,1530,485,22
20171029,1830,36,25
20171103,2030,100409,32
20171104,1530,112172,485
20171104,1530,31,10029
20171104,1530,25,34
20171104,1530,23,169
20171104,1530,1824,38
