Date,Time,Home Id,Away Id
20170819,1800,45,1842
20170819,2045,206,48
20170820,1800,39,52
20170820,2045,189,54
20170820,2045,44,110374
20170820,2045,46,112791
20170820,2045,1837,112026
20170820,2045,111974,110556
20170820,2045,55,192
20170821,2045,110734,47
20170826,1800,110556,45
20170826,2045,52,44
20170827,1800,54,111974
20170827,2045,112026,189
20170827,2045,192,46
20170827,2045,110734,206
20170827,2045,110374,1837
20170827,2045,47,1842
20170827,2045,48,39
20170827,2045,112791,55
20170909,2045,44,112791
20170910,1500,39,111974
20170910,1500,112026,54
20170910,1500,189,48
20170910,1230,1842,110734
20170910,1500,206,110374
20170910,1500,45,192
20170910,2045,46,47
20170910,1500,1837,52
20170910,1800,55,110556
20170916,1800,110374,189
20170916,2045,47,55
20170916,1800,111974,45
20170917,1500,192,39
20170917,1230,110734,44
20170917,1500,110556,46
20170917,2045,48,112026
20170917,1500,52,206
20170917,1500,112791,1842
20170917,1500,54,1837
20170919,2045,45,110374
20170920,2045,39,110734
20170920,2045,112026,52
20170920,2045,189,44
20170920,2045,1842,111974
20170920,2045,110556,192
20170920,2045,206,1837
20170920,2045,46,48
20170920,2045,47,112791
20170920,2045,55,54
20170924,1500,112791,48
20170924,1500,1842,192
20170924,1500,110734,112026
20170924,1500,110374,39
20170924,1500,206,46
20170924,1500,44,110556
20170924,1500,52,55
20170924,2045,1837,47
20170924,1230,111974,189
20170925,2045,45,54
20170930,1800,112026,44
20170930,2045,46,111974
20171001,1500,39,45
20171001,1500,192,110374
20171001,1500,110556,189
20171001,2045,47,52
20171001,1500,48,1842
20171001,1230,112791,110734
20171001,1500,54,206
20171001,1500,55,1837
20171014,1800,189,112791
20171014,2045,52,48
20171015,1500,1842,110556
20171015,1500,110734,54
20171015,1230,110374,55
20171015,1500,206,112026
20171015,2045,44,47
20171015,1500,45,46
20171015,1500,1837,39
20171015,1500,111974,192
20171021,1800,46,1842
20171021,2045,48,44
20171022,1500,39,189
20171022,1500,112026,110374
20171022,2045,47,110556
20171022,1500,1837,110734
20171022,1800,112791,111974
20171022,1230,54,52
20171022,1500,55,45
20171022,2045,192,206
20171025,2045,39,206
20171025,2045,189,46
20171025,2045,1842,112026
20171025,2045,110374,54
20171025,2045,110556,48
20171025,2045,44,1837
20171025,2045,45,112791
20171025,2045,52,110734
20171025,2045,111974,55
20171026,2045,192,47
20171028,2045,110734,110374
20171029,1500,206,44
20171029,2045,47,45
20171029,1230,48,111974
20171029,1800,52,189
