Date,Local Time,Home ID,Away ID
20150822,1800,206,52
20150822,2045,1843,110556
20150823,1800,45,55
20150823,2045,1746,192
20150823,2045,110374,47
20150823,2045,111657,54
20150823,2045,44,39
20150823,2045,46,189
20150823,2045,1837,112409
20150823,2045,111974,48
20150829,1800,189,111974
20150829,2045,47,1746
20150830,1800,52,45
20150830,2045,39,111657
20150830,2045,112409,44
20150830,2045,192,46
20150830,2045,110556,206
20150830,2045,48,1837
20150830,2045,54,110374
20150830,2045,55,1843
20150912,1800,111974,39
20150912,2045,44,47
20150913,1230,1746,48
20150913,1500,111657,52
20150913,1500,206,54
20150913,1500,46,55
20150913,1500,1843,112409
20150913,1500,1837,189
20150913,1800,110374,110556
20150913,2045,45,192
20150919,1800,112409,110374
20150919,2045,48,46
20150920,1500,39,206
20150920,1500,189,111657
20150920,1500,192,44
20150920,1500,47,1843
20150920,1500,55,1746
20150920,1500,52,111974
20150920,1800,54,1837
20150920,2045,110556,45
20150922,2045,112409,48
20150923,2045,192,54
20150923,2045,1746,39
20150923,2045,110374,189
20150923,2045,44,206
20150923,2045,45,111657
20150923,2045,46,110556
20150923,2045,1843,111974
20150923,2045,55,47
20150924,2045,1837,52
20150927,1230,111657,1746
20150927,1500,39,1837
20150927,1500,189,55
20150927,1500,110556,47
20150927,1500,206,46
20150927,1500,52,112409
20150927,1500,111974,192
20150927,1500,54,1843
20150927,1800,44,110374
20150927,2045,48,45
20151003,1800,1837,44
20151003,2045,192,206
20151004,1500,112409,54
20151004,1500,1746,111974
20151004,1500,110374,39
20151004,1500,45,189
20151004,1500,1843,52
20151004,1500,55,110556
20151004,1800,46,111657
20151004,2045,47,48
20151017,1800,54,47
20151017,2045,48,110374
20151018,1230,52,1746
20151018,1500,39,112409
20151018,1500,189,1843
20151018,1500,111657,1837
20151018,1500,110556,192
20151018,1500,111974,46
20151018,1800,206,55
20151018,2045,44,45
20151024,1800,1746,110556
20151024,2045,112409,189
20151025,1230,55,111657
20151025,1500,192,48
20151025,1500,45,39
20151025,1500,46,54
20151025,1500,47,111974
20151025,1500,1837,206
20151025,1800,1843,44
20151025,2045,110374,52
20151027,2045,111657,112409
20151028,2045,39,46
20151028,2045,189,44
20151028,2045,47,192
20151028,2045,48,1843
20151028,2045,52,55
20151028,2045,1837,1746
20151028,2045,111974,45
20151028,2045,54,110556
20151029,2045,206,110374
20151031,1800,110374,111657
20151031,2045,44,52
20151101,1230,189,39
20151101,1500,112409,206
20151101,1500,192,1837
20151101,1500,110556,48
20151101,1500,1843,1746
20151101,1500,55,111974
20151101,1800,46,47
20151101,2045,45,54
20151107,1800,111657,110556
20151107,2045,54,44
20151108,1230,48,55
20151108,1500,1746,45
20151108,1500,47,39
20151108,1500,1843,192
20151108,1500,52,46
20151108,1500,111974,112409
20151108,1800,206,189
20151108,2045,1837,110374
20151121,1800,189,52
20151121,2045,45,47
20151122,1500,39,54
20151122,1500,112409,192
20151122,1500,110374,1746
20151122,1500,110556,111974
20151122,1500,46,1843
20151122,1500,55,1837
20151122,1800,44,111657
20151122,2045,206,48
20151128,1800,52,39
20151128,2045,48,44
20151129,1230,192,55
20151129,1500,111657,206
20151129,1500,110556,112409
20151129,1500,1843,45
20151129,1500,111974,110374
20151129,1500,54,189
20151129,1800,1746,46
20151129,2045,47,1837
20151205,1800,39,1843
20151205,2045,54,52
20151206,1230,189,48
20151206,1500,112409,47
20151206,1500,110374,55
20151206,1500,1837,111974
20151206,1500,111657,192
20151206,1500,44,110556
20151206,1800,206,1746
20151206,2045,46,45
20151212,1800,47,206
20151212,2045,55,44
20151213,1230,45,110374
20151213,1500,192,39
20151213,1500,1746,112409
20151213,1500,110556,189
20151213,1500,46,1837
20151213,1500,111974,54
20151213,1800,1843,111657
20151213,2045,48,52
20151219,1800,112409,45
20151219,2045,111657,47
20151220,1230,54,55
20151220,1500,39,48
20151220,1500,189,1746
20151220,1500,110374,192
20151220,1500,52,110556
20151220,1500,1837,1843
20151220,1800,206,111974
20151220,2045,44,46
20160105,1800,192,52
20160105,2045,46,112409
20160106,1230,111974,111657
20160106,1500,1746,44
20160106,1500,45,206
20160106,1500,47,189
20160106,1500,48,54
20160106,1500,55,39
20160106,1800,1843,110374
20160106,2045,110556,1837
20160110,1230,44,111974
20160110,1500,39,110556
20160110,1500,189,192
20160110,1500,112409,55
20160110,1500,54,1746
20160110,1500,110374,46
20160110,1500,206,1843
20160110,1800,111657,48
20160110,2045,52,47
20160110,2045,1837,45
20160116,1800,112409,1837
20160116,2045,39,44
20160117,1230,192,1746
20160117,1500,189,46
20160117,1500,110556,1843
20160117,1500,48,111974
20160117,1500,52,206
20160117,1500,54,111657
20160117,1800,55,45
20160117,2045,47,110374
20160123,1800,111657,39
20160123,2045,1837,48
20160124,1230,44,112409
20160124,1500,1746,47
20160124,1500,110374,54
20160124,1500,206,110556
20160124,1500,46,192
20160124,1500,1843,55
20160124,1800,111974,189
20160124,2045,45,52
20160130,1800,55,46
20160130,2045,52,111657
20160131,1230,48,1746
20160131,1500,39,111974
20160131,1500,54,206
20160131,1500,189,1837
20160131,1500,112409,1843
20160131,1500,110556,110374
20160131,1800,192,45
20160131,2045,47,44
20160202,2045,111657,189
20160203,2045,1746,55
20160203,2045,110374,112409
20160203,2045,206,39
20160203,2045,44,192
20160203,2045,46,48
20160203,2045,1843,47
20160203,2045,1837,54
20160203,2045,111974,52
20160204,2045,45,110556
20160207,1230,189,110374
20160207,1500,110556,46
20160207,1500,206,44
20160207,1500,47,55
20160207,1500,52,1837
20160207,1500,111974,1843
20160207,1800,54,192
20160207,1800,39,1746
20160207,2045,48,112409
20160207,2045,111657,45
20160213,1800,1746,111657
20160213,2045,47,110556
20160214,1230,1843,54
20160214,1500,112409,52
20160214,1500,192,111974
20160214,1500,110374,44
20160214,1500,46,206
20160214,1500,55,189
20160214,1800,1837,39
20160214,2045,45,48
20160220,1800,52,1843
20160220,2045,48,47
20160221,1230,206,192
20160221,1500,39,110374
20160221,1500,189,45
20160221,1500,111657,46
20160221,1500,111974,1746
20160221,1500,54,112409
20160221,1800,110556,55
20160221,2045,44,1837
20160227,1800,55,206
20160227,2045,45,44
20160228,1230,1837,111657
20160228,1500,112409,39
20160228,1500,192,110556
20160228,1500,46,111974
20160228,1500,47,54
20160228,1500,1843,189
20160228,1800,1746,52
20160228,2045,110374,48
20160305,1800,111974,47
20160305,2045,54,46
20160306,1230,111657,55
20160306,1500,39,45
20160306,1500,110556,1746
20160306,1500,206,1837
20160306,1500,44,1843
20160306,1500,48,192
20160306,1800,189,112409
20160306,2045,52,110374
20160312,1800,1746,1837
20160312,2045,55,52
20160313,1230,112409,111657
20160313,1500,192,47
20160313,1500,110374,206
20160313,1500,44,189
20160313,1500,45,111974
20160313,1500,46,39
20160313,1800,110556,54
20160313,2045,1843,48
20160319,1800,111657,110374
20160319,2045,52,44
20160320,1230,47,46
20160320,1500,39,189
20160320,1500,1746,1843
20160320,1500,206,112409
20160320,1500,48,110556
20160320,1500,1837,192
20160320,1800,111974,55
20160320,2045,54,45
20160402,1800,110556,111657
20160402,2045,55,48
20160403,1230,39,47
20160403,1500,189,206
20160403,1500,46,52
20160403,1500,112409,111974
20160403,1500,192,1843
20160403,1500,110374,1837
20160403,1800,44,54
20160403,2045,45,1746
20160409,1800,1746,110374
20160409,2045,111657,44
20160410,1230,54,39
20160410,1500,192,112409
20160410,1500,1843,46
20160410,1500,52,189
20160410,1500,1837,55
20160410,1500,111974,110556
20160410,1800,48,206
20160410,2045,47,45
20160416,1800,45,1843
20160416,2045,1837,47
20160417,1230,206,111657
20160417,1500,39,52
20160417,1500,189,54
20160417,1500,110374,111974
20160417,1500,46,1746
20160417,1500,55,192
20160417,1800,112409,110556
20160417,2045,44,48
20160420,2045,192,111657
20160420,2045,1746,206
20160420,2045,110556,44
20160420,2045,47,112409
20160420,2045,48,189
20160420,2045,1843,39
20160420,2045,52,54
20160420,2045,111974,1837
20160420,2045,55,110374
20160421,2045,45,46
20160424,1500,39,192
20160424,1500,189,110556
20160424,1500,112409,1746
20160424,1500,111657,1843
20160424,1500,52,48
20160424,1500,54,111974
20160424,1800,206,47
20160424,1800,44,55
20160424,2045,1837,46
20160424,2045,110374,45
20160430,1800,110556,52
20160430,2045,45,112409
20160501,1230,47,111657
20160501,1500,192,110374
