Date,Local Time,Home ID,Away ID
20150808,1245,11,18
20150808,1500,1943,2
20150808,1500,5,1960
20150808,1500,7,1795
20150808,1500,95,106
20150808,1500,1792,1799
20150809,1330,1,19
20150809,1330,13,17
20150809,1600,1806,9
20150810,2200,109,10
20150814,1945,2,11
20150815,1245,17,7
20150815,1500,106,1792
20150815,1500,1960,13
20150815,1500,18,1806
20150815,1500,1795,109
20150815,1500,19,95
20150816,1330,1799,1
20150816,1600,10,5
20150817,2000,9,1943
20150822,1245,11,13
20150822,1500,1799,2
20150822,1500,1792,1806
20150822,1500,106,1960
20150822,1500,19,1943
20150823,1330,109,5
20150823,1500,95,18
20150823,1600,7,10
20150823,1600,1795,17
20150824,2000,1,9
20150829,1245,13,1
20150829,1500,2,106
20150829,1500,1943,95
20150829,1500,5,1799
20150829,1500,10,1795
20150829,1500,1806,109
20150830,1330,17,1792
20150830,1500,18,7
20150830,1500,9,19
20150830,1600,1960,11
20150912,1245,7,5
20150912,1500,1,1806
20150912,1500,1799,10
20150912,1500,1792,1943
20150912,1500,1795,1960
20150912,1500,109,17
20150912,1730,11,9
20150913,1330,106,18
20150913,1600,95,2
20150914,2000,19,13
20150919,1245,5,1
20150919,1500,2,109
20150919,1500,1943,106
20150919,1500,13,1795
20150919,1500,1806,95
20150919,1500,1960,7
20150919,1730,10,19
20150920,1330,18,1799
20150920,1600,9,1792
20150920,1600,17,11
20150926,1245,18,10
20150926,1500,95,1
20150926,1500,9,2
20150926,1500,11,106
20150926,1500,17,1960
20150926,1500,1806,1943
20150926,1500,19,1792
20150926,1730,13,5
20150927,1600,1795,1799
20150928,2000,109,7
20151003,1245,1799,109
20151003,1500,2,1806
20151003,1500,1943,1795
20151003,1500,10,13
20151003,1500,1792,95
20151003,1500,106,19
20151003,1500,1960,18
20151003,1730,5,17
20151004,1330,7,9
20151004,1600,1,11
20151017,1245,18,9
20151017,1500,5,2
20151017,1500,1799,19
20151017,1500,7,11
20151017,1500,10,1943
20151017,1500,17,95
20151017,1500,109,106
20151017,1730,1795,1
20151018,1600,13,1792
20151019,2000,1960,1806
20151024,1500,2,1960
20151024,1500,1943,18
20151024,1500,95,1799
20151024,1500,1792,109
20151024,1500,1806,1795
20151024,1500,19,5
20151024,1730,1,7
20151025,1200,106,13
20151025,1405,11,10
20151025,1615,9,17
20151031,1245,5,9
20151031,1500,1799,11
20151031,1500,10,1792
20151031,1500,13,1806
20151031,1500,1960,1
20151031,1500,1795,19
20151031,1500,109,95
20151101,1330,7,106
20151101,1600,17,1943
20151102,2000,18,2
20151107,1245,1943,13
20151107,1500,95,1795
20151107,1500,9,1799
20151107,1500,11,109
20151107,1500,1792,1960
20151107,1500,106,17
20151107,1500,19,7
20151107,1730,1806,5
20151108,1330,2,10
20151108,1600,1,18
20151121,1245,1795,11
20151121,1500,5,1792
20151121,1500,7,2
20151121,1500,13,95
20151121,1500,17,1806
20151121,1500,1960,1943
20151121,1500,109,1
20151121,1730,10,9
20151122,1600,18,19
20151123,2000,1799,106
20151128,1200,18,5
20151128,1500,2,1795
20151128,1500,1943,7
20151128,1500,1799,13
20151128,1500,9,1960
20151128,1500,10,17
20151128,1500,106,1806
20151128,1730,95,11
20151129,1405,19,109
20151129,1615,1792,1
20151205,1245,1,106
20151205,1500,7,1799
20151205,1500,17,2
20151205,1500,1960,95
20151205,1500,1795,1792
20151205,1500,109,18
20151205,1730,5,1943
20151206,1330,13,9
20151206,1600,11,19
20151207,2000,1806,10
20151212,1245,2,1
20151212,1500,1799,17
20151212,1500,9,109
20151212,1500,1792,7
20151212,1500,106,1795
20151212,1500,19,1806
20151212,1730,1943,11
20151213,1330,95,5
20151213,1600,18,13
20151214,2000,10,1960
20151219,1245,5,106
20151219,1500,7,95
20151219,1500,13,2
20151219,1500,1806,1799
20151219,1500,1960,19
20151219,1500,109,1943
20151219,1730,1,10
20151220,1330,17,18
20151220,1600,1795,9
20151221,2000,11,1792
20151226,1245,10,106
20151226,1500,2,19
20151226,1500,1943,1799
20151226,1500,9,95
20151226,1500,13,7
20151226,1500,17,1
20151226,1500,1960,109
20151226,1500,18,1792
20151226,1730,5,1795
20151226,2000,1806,11
20151228,1245,1,1943
20151228,1500,1799,1960
20151228,1500,7,1806
20151228,1500,95,10
20151228,1500,1792,2
20151228,1500,106,9
20151228,1500,109,13
20151228,1500,19,17
20151228,1730,1795,18
20151228,2000,11,5
20160102,1230,19,9
20160102,1500,1799,5
20160102,1500,95,1943
20160102,1500,1792,17
20160102,1500,106,2
20160102,1500,109,1806
20160102,1730,11,1960
20160103,1300,1,13
20160103,1600,7,18
20160104,2000,1795,10
20160112,1945,2,1799
20160112,1945,1943,19
20160112,1945,1960,106
20160112,2000,9,1
20160113,1945,5,109
20160113,1945,10,7
20160113,1945,13,11
20160113,1945,17,1795
20160113,1945,1806,1792
20160113,2000,18,95
20160116,1245,9,11
20160116,1500,2,95
20160116,1500,1943,1792
20160116,1500,13,19
20160116,1500,17,109
20160116,1500,1960,1795
20160116,1730,5,7
20160117,1330,10,1799
20160117,1600,18,106
20160118,2000,1806,1
20160123,1245,11,17
20160123,1500,7,1960
20160123,1500,95,1806
20160123,1500,1792,9
20160123,1500,106,1943
20160123,1500,1795,13
20160123,1730,1799,18
20160124,1330,1,5
20160124,1600,19,10
20160125,2000,109,2
20160202,1945,1,17
20160202,1945,1799,1943
20160202,1945,95,9
20160202,1945,1792,18
20160202,1945,106,10
20160202,1945,1795,5
20160202,1945,19,2
20160202,2000,11,1806
20160202,2000,109,1960
20160203,1945,7,13
20160206,1245,17,19
20160206,1500,1943,1
20160206,1500,9,106
20160206,1500,10,95
20160206,1500,13,109
20160206,1500,1806,7
20160206,1500,1960,1799
20160206,1730,18,1795
20160207,1330,2,1792
20160207,1600,5,11
20160213,1245,10,18
20160213,1500,1,95
20160213,1500,5,13
20160213,1500,1799,1795
20160213,1500,7,109
20160213,1500,1792,19
20160213,1500,1960,17
20160213,1730,106,11
20160214,1330,1943,1806
20160214,1600,2,9
20160227,1245,17,5
20160227,1500,95,1792
20160227,1500,1806,2
20160227,1500,18,1960
20160227,1500,1795,1943
20160227,1500,109,1799
20160227,1500,19,106
20160227,1730,13,10
20160228,1330,9,7
20160228,1600,11,1
20160301,1945,1,1960
20160301,1945,2,7
20160301,1945,1943,17
20160301,1945,95,109
20160301,1945,1792,5
20160301,1945,106,1799
20160301,1945,19,18
20160301,2000,9,10
20160301,2000,11,1795
20160302,1945,1806,13
20160305,1245,10,2
20160305,1500,5,1806
20160305,1500,7,19
20160305,1500,13,1943
20160305,1500,17,106
20160305,1500,1795,95
20160305,1500,109,11
20160306,1330,18,1
20160306,1600,1799,9
20160307,2000,1960,1792
20160312,1245,19,1795
20160312,1500,2,18
20160312,1500,1943,1960
20160312,1500,95,13
20160312,1500,11,1799
20160312,1500,1792,10
20160312,1500,1806,17
20160313,1330,1,109
20160313,1600,9,5
20160314,2000,106,7
20160319,1245,5,19
20160319,1500,1799,95
20160319,1500,7,1
20160319,1500,1960,2
20160319,1500,18,1943
20160319,1500,1795,1806
20160319,1500,109,1792
20160319,1730,17,9
20160320,1330,13,106
20160320,1600,10,11
20160402,1245,9,18
20160402,1500,2,5
20160402,1500,1943,10
20160402,1500,95,17
20160402,1500,1792,13
20160402,1500,1806,1960
20160402,1500,19,1799
20160403,1330,11,7
20160403,1600,106,109
20160404,2000,1,1795
20160409,1500,2,1943
20160409,1500,9,1806
20160409,1500,10,109
20160409,1500,106,95
20160409,1500,1960,5
20160409,1500,19,1
20160409,1730,1795,7
20160410,1330,18,11
20160410,1600,17,13
20160411,2000,1799,1792
20160416,1245,1792,106
20160416,1500,1,1799
20160416,1500,7,17
20160416,1500,95,19
20160416,1500,11,2
20160416,1500,13,1960
20160416,1500,1806,18
20160416,1500,109,1795
20160417,1330,1943,9
20160417,1600,5,10
20160423,1500,2,17
20160423,1500,1799,7
20160423,1500,95,1960
20160423,1500,1792,1795
20160423,1500,106,1
20160423,1500,18,109
20160423,1730,10,1806
20160424,1330,9,13
20160424,1600,1943,5
20160425,2000,19,11
20160430,1245,5,18
20160430,1500,1,1792
20160430,1500,7,1943
20160430,1500,13,1799
20160430,1500,1806,106
20160430,1500,1795,2
20160430,1500,109,19
20160430,1730,11,95
20160501,1330,1960,9
20160501,1600,17,10
20160507,1245,18,17
20160507,1500,2,13
20160507,1500,1943,109
20160507,1500,1799,1806
20160507,1500,95,7
20160507,1500,1792,11
20160507,1500,19,1960
20160507,1730,10,1
20160508,1330,9,1795
20160508,1600,106,5
20160515,1500,1,2
20160515,1500,5,95
20160515,1500,7,1792
20160515,1500,11,1943
20160515,1500,13,18
20160515,1500,17,1799
20160515,1500,1806,19
20160515,1500,1960,10
20160515,1500,1795,106
20160515,1500,109,9
