14,0,1337
14,1,1369
14,2,1370
14,3,111109
14,4,1335
14,5,1325
14,6,-1
14,7,-1
85,0,1362
85,1,1343
85,2,1335
85,3,1318
85,4,105035
85,5,1337
85,6,1325
85,7,1328
85,8,105013
85,9,1354
85,10,1338
85,11,1357
85,12,1364
85,13,1356
85,14,1353
85,15,110082
85,16,1322
85,17,1363
98,0,1362
98,1,1343
119,0,-1
119,1,-1
119,2,-1
119,3,-1
119,4,-1
119,5,-1
119,6,-1
119,7,-1
119,8,-1
119,9,-1
119,10,-1
119,11,-1
119,12,-1
119,13,-1
119,14,-1
119,15,-1
135,0,243
207,0,481
207,1,234
309,0,191
309,1,256
325,0,256
325,1,191
325,2,254
325,3,209
325,4,111822
329,0,673
329,1,1750
351,0,229
351,1,15005
351,2,673
351,3,231
351,4,2007
351,5,232
351,6,681
351,7,110724
357,0,269
357,1,820
375,0,819
375,1,1788
375,2,1786
375,3,1445
375,4,820
375,5,1516
382,0,1
382,1,1952
592,0,10
786,0,10
786,1,9
786,2,5
786,3,1
786,4,7
786,5,18
786,6,11
786,7,17
786,8,1806
826,0,62
826,1,74
944,0,73
944,1,69
944,2,65
944,3,1819
944,4,66
944,5,219
944,6,59
944,7,217
944,8,1809
951,0,22
951,1,21
1006,0,21
1006,1,22
1006,2,34
1006,3,32
1006,4,175
1006,5,23
1006,6,169
1006,7,100409
1006,8,10029
1021,0,445
1021,1,423
1049,0,563
1049,1,1572
1049,2,423
1049,3,306
1049,4,445
1049,5,422
1049,6,305
1056,0,48
1056,1,45
1110,0,45
1110,1,52
1110,2,48
1110,3,110374
1110,4,44
1110,5,50
1110,6,39
1110,7,46
1110,8,1837
1117,0,1906
1117,1,247
1142,0,245
1142,1,247
1142,2,246
1142,3,1909
1142,4,1903
1142,5,1908
1142,6,1915
1142,7,1913
1146,0,917
1146,1,417
1168,0,417
1168,1,922
1168,2,298
1168,3,917
1168,4,300
1172,0,1871
1172,1,111092
1194,0,1871
1194,1,873
1194,2,111092
1194,3,111086
1194,4,420
1201,0,1887
1201,1,234
1223,0,236
1223,1,234
1223,2,1892
1223,3,1896
1223,4,10020
1223,5,744
1223,6,237
1223,7,1891
1227,0,315
1227,1,110106
1249,0,315
1249,1,100769
1249,2,110106
1249,3,100767
1249,4,110089
1249,5,110227
1249,6,312
1249,7,110109
1253,0,78
1253,1,184
1281,0,78
1281,1,83
1281,2,100804
1281,3,620
1281,4,631
1281,5,181
1291,0,243
1291,1,241
1344,0,240
1344,1,241
1344,2,243
1344,3,448
1344,4,481
1344,5,457
1344,6,483
1344,7,452
1344,8,461
1359,0,319
1359,1,710
1381,0,700
1381,1,711
1381,2,320
1381,3,433
1381,4,702
1381,5,432
1385,0,322
1385,1,896
1401,0,896
1401,1,322
1401,2,898
1401,3,894
1401,4,1715
1401,5,110770
1401,6,900
1405,0,742
1405,1,326
1405,2,325
1405,3,327
1405,4,436
1405,5,101014
1405,6,111988
1409,0,1386
1409,1,1387
1409,2,1383
1419,0,1878
1419,1,1882
1431,0,111144
1431,1,112134
1431,2,698
1431,3,697
1455,0,697
1455,1,698
1455,2,112134
1455,3,111144
1480,0,110781
1480,1,1879
1480,2,1879
1480,3,1053
1480,4,110781
1480,5,1878
1480,6,1882
1497,0,110781
1497,1,110147
1497,2,1879
1497,3,1882
1497,4,1881
1497,5,110144
1497,6,101114
1515,0,1411
1515,1,111115
1515,2,974
1518,0,112427
1518,1,605
1529,0,1415
1529,1,974
1543,0,111395
1543,1,112427
1559,0,1474
1559,1,1473
1559,2,1477
1559,3,982
1566,0,605
1566,1,112139
1586,0,112390
1586,1,605
1586,2,111674
1586,3,112139
1586,4,112387
1586,5,112394
1586,6,607
1586,7,112392
1589,0,607
1589,1,112390
1605,0,1369
1605,1,1370
1605,2,111459
1605,3,111109
1605,4,1377
1608,0,1377
1608,1,1370
1637,0,1013
1637,1,568
1661,0,1876
1661,1,101100
1687,0,1013
1687,1,101085
1687,2,1876
1687,3,1877
1687,4,101083
1687,5,111022
1687,6,101088
1687,7,110395
1687,8,110396
1687,9,110580
1690,0,120011
1690,1,111019
1731,0,15029
1731,1,110980
1731,2,110977
1731,3,110979
1731,4,110977
1731,5,112116
1731,6,111328
1731,7,110975
1734,0,111327
1734,1,110980
1734,2,110975
1734,3,112116
1734,4,110979
1734,5,111328
1734,6,15029
1734,7,110977
1738,0,101100
1738,1,101105
1738,2,101102
1738,3,101101
1738,4,101103
1738,5,101104
1738,6,101105
1738,7,112528
1748,0,101105
1748,1,101100
1748,2,101104
1748,3,101103
1748,4,112528
1748,5,112585
1748,6,111723
1748,7,101101
1759,0,568
1759,1,1629
1759,2,1035
1759,3,1048
1759,4,598
1759,5,1043
1759,6,1053
1759,7,1035
1759,8,1039
1759,9,569
1762,0,1043
1762,1,1039
1762,2,1035
1762,3,568
1790,0,111112
1790,1,1395
1790,2,111462
1790,3,1667
