Date,Local Time,Home ID,Away ID
20140308,1930,697,693
20140308,1930,688,111139
20140308,1730,112134,694
20140308,1730,101112,111651
20140308,1630,698,687
20140308,1600,695,111928
20140308,1230,111140,111065
20140309,1200,112606,112828
20140309,1930,696,689
20140309,1900,111144,691
20140315,1300,698,112606
20140315,1730,111144,111928
20140315,1730,693,101112
20140315,1330,687,111651
20140315,1330,695,696
20140315,1300,111065,112134
20140316,1600,112828,691
20140316,1200,111140,697
20140322,1730,112134,695
20140322,1500,691,111139
20140322,1500,694,112828
20140322,1330,112606,101112
20140322,1330,696,111140
20140322,1100,697,698
20140323,1300,689,688
20140323,1200,111928,693
20140329,1930,101112,111140
20140329,1900,691,111928
20140329,1830,111139,112606
20140329,1730,112828,696
20140329,1600,688,697
20140329,1500,687,689
20140329,1330,698,694
20140329,1300,695,111144
20140330,1200,693,112134
20140330,1300,111065,111651
20140404,1730,112606,688
20140404,1730,111144,698
20140404,1700,101112,697
20140404,1600,693,111651
20140404,1530,694,691
20140405,1500,689,111139
20140405,1400,111140,695
20140405,1300,111928,111065
20140405,1230,696,112134
20140409,1200,101112,687
20140412,1800,695,694
20140412,1930,691,687
20140412,1930,112134,112828
20140412,1730,688,689
20140412,1600,696,111065
20140412,1400,698,111139
20140412,1300,111928,101112
20140412,1300,111140,112606
20140412,1300,697,111144
20140416,1630,691,693
20140416,1630,112828,112134
20140419,1930,689,111928
20140419,1830,111139,693
20140419,1730,688,698
20140419,1730,687,112606
20140419,1630,695,111651
20140419,1600,694,111144
20140419,1500,111065,101112
20140419,1330,697,696
20140419,1300,112134,691
20140420,1300,112828,111140
20140426,1930,693,112828
20140426,1830,694,695
20140426,1630,101112,688
20140426,1630,691,111065
20140426,1600,687,112134
20140426,1300,698,696
20140426,1300,111928,111139
20140427,1200,689,697
20140427,1300,112606,111651
20140427,1600,111144,111140
20140503,1930,698,695
20140503,1930,111065,111928
20140503,1900,112134,111651
20140503,1800,688,687
20140503,1730,691,689
20140503,1600,111140,101112
20140503,1000,697,694
20140504,1330,696,693
20140504,1200,112828,111144
20140507,1930,698,111928
20140507,1900,111065,697
20140510,1930,112606,691
20140510,1630,694,111928
20140510,1600,111139,111140
20140510,1300,101112,112134
20140510,1300,693,111065
20140511,1600,688,696
20140511,1500,687,111144
20140511,1200,695,697
20140511,1200,111651,698
20140511,1300,689,112828
20140514,1730,688,112606
20140517,1930,112828,693
20140517,1900,695,689
20140517,1830,111139,111065
20140517,1730,101112,111144
20140517,1730,691,111651
20140517,1600,698,111140
20140517,1600,696,694
20140517,1330,111928,687
20140518,1200,112606,697
20140518,1200,112134,688
20140521,1930,696,691
20140523,1730,687,693
20140524,1830,697,698
20140524,1800,111144,696
20140524,1630,111139,695
20140524,1630,111651,111140
20140524,1600,691,688
20140524,1600,694,101112
20140525,1930,111065,112828
20140525,1700,689,112134
20140525,1600,111928,112606
20140527,1700,111144,694
20140527,1700,697,111065
20140527,1700,111140,688
20140531,1930,696,695
20140531,1730,101112,111065
20140531,1600,111651,111928
20140531,1600,112828,698
20140531,1400,688,112134
20140531,1300,112606,687
20140601,1800,693,111139
20140601,1700,694,111140
20140601,1300,111144,689
20140601,1930,691,697
20140604,1800,111139,101112
20140604,1630,688,693
20140604,1730,112134,687
20140607,1900,698,689
20140607,1730,688,111651
20140607,1730,112134,112828
20140607,1600,687,111139
20140607,1530,693,112606
20140607,1300,696,111144
20140608,1700,697,101112
20140608,1400,111140,691
20140608,1300,111065,694
20140608,1900,111928,695
20140615,1900,111144,695
20140615,1630,112828,111139
20140615,1300,687,697
20140615,1500,112606,688
20140625,1900,111651,111139
20140625,1900,112134,111144
20140625,1700,687,691
20140625,1700,112606,694
20140625,1400,689,111065
20140625,1400,693,688
20140625,1300,697,111140
20140627,2000,695,698
20140627,1700,111651,688
20140628,2000,112134,111139
20140628,1930,691,101112
20140628,1800,696,694
20140628,1630,111065,687
20140628,1600,111928,697
20140629,1630,112828,689
20140629,1100,111140,111144
20140704,2000,698,693
20140704,1900,111144,688
20140704,1830,111139,112828
20140704,1800,687,689
20140704,1730,695,691
20140705,1930,694,101112
20140705,1900,111065,112606
20140705,1600,697,111651
20140706,1200,111140,111928
20140711,2000,111928,698
20140712,1930,111139,687
20140712,1900,689,691
20140712,1630,112134,111140
20140712,1630,112606,695
20140712,1600,693,111144
20140712,1600,101112,696
20140712,1600,112828,111651
20140713,1900,694,111065
20140716,1930,693,687
20140718,2000,697,111928
20140719,1900,111144,694
20140719,1800,111651,112134
20140719,1800,691,112828
20140719,1730,696,111139
20140719,1630,695,688
20140719,1600,111065,698
20140719,1500,111140,101112
20140720,1700,687,693
20140720,1900,112606,689
20140725,1830,111065,696
20140726,1630,111139,111144
20140726,1600,689,694
20140726,1800,687,111651
20140726,1900,693,691
20140726,1600,698,697
20140727,1700,695,111140
20140727,1400,101112,111928
20140727,1300,112828,112606
20140727,1600,688,112134
20140730,1800,111139,689
20140730,1800,111651,112606
20140802,1930,111144,101112
20140802,1800,112828,111139
20140802,1730,112134,689
20140802,1600,688,111065
20140802,1130,691,111651
20140803,1900,112606,687
20140803,1700,696,698
20140803,1500,694,697
20140803,1800,111928,111140
20140803,1600,693,695
20140808,1930,111140,693
20140809,1930,111139,688
20140809,1900,101112,111065
20140809,1800,111651,696
20140809,1630,112606,112134
20140809,1600,694,687
20140810,1930,698,111928
20140810,1700,697,111144
20140810,1700,689,112828
