Date,Time,Home Team ID,Away Team ID
20150213,1800,101088,111707
20150213,2110,101085,110580
20150214,1700,101084,111710
20150214,1700,1013,110406
20150214,1915,111706,111713
20150214,1915,112909,111715
20150214,2030,110396,110093
20150214,1700,110404,112904
20150215,1700,111716,111711
20150215,1700,110554,110395
20150215,1815,1877,110398
20150215,1910,111019,110392
20150215,2130,112713,1876
20150216,1800,110394,101083
20150216,2110,111022,112925
20150219,1800,110392,110404
20150219,2100,110093,112713
20150220,1700,111711,110394
20150220,1700,111713,101084
20150220,1915,110580,111715
20150220,1915,101083,111706
20150220,2030,101088,112909
20150220,2130,110398,101085
20150221,1700,112925,111716
20150221,1700,111707,110396
20150221,1815,110406,111019
20150221,1900,1876,110554
20150221,2130,112904,1877
20150223,1800,110395,111022
20150223,2100,111710,1013
20150228,2100,112909,110580
20150228,2100,111715,110398
20150228,2100,101085,112904
20150228,2100,1877,110392
20150302,2100,110404,110406
20150228,2100,111019,111710
20150228,2100,1013,111713
20150228,2100,101084,101083
20150228,2100,111706,111711
20150228,2100,110394,112925
20150228,2100,111716,110395
20150228,2100,111022,1876
20150228,2100,110554,110093
20150302,2100,112713,111707
20150302,2100,110396,101088
20150307,2030,110396,112909
20150308,1700,101088,112713
20150307,1915,111707,110554
20150307,2010,110093,111022
20150308,1815,1876,111716
20150308,1700,110395,110394
20150307,1700,112925,111706
20150306,1800,111711,101084
20150309,2110,101083,1013
20150308,1915,111713,111019
20150308,1700,111710,110404
20150308,2130,110406,1877
20150306,2110,110392,101085
20150309,2000,112904,111715
20150307,1700,110398,110580
20150313,1800,112909,110398
20150313,2110,101085,110406
20150314,1600,110404,111713
20150317,1600,101084,112925
20150314,1815,1877,111710
20150314,2010,111716,110093
20150314,2030,112713,110396
20150315,1700,110554,101088
20150315,1810,111019,101083
20150315,1815,111715,110392
20150315,2130,111706,110395
20150315,1910,1013,111711
20150316,1700,110580,112904
20150316,2000,111022,111707
20150316,2100,110394,1876
20150320,2030,110396,110554
20150320,2110,110395,101084
20150321,1700,110406,111715
20150321,1800,101088,111022
20150321,2010,110093,110394
20150321,2030,111711,111019
20150321,2030,112713,112909
20150322,1600,110392,110580
20150322,1700,101083,110404
20150322,1700,111710,101085
20150322,1815,1876,111706
20150322,2130,111713,1877
20150323,1600,112925,1013
20150323,1810,111707,111716
20150323,2110,112904,110398
20150328,2100,112909,112904
20150328,1500,110398,110392
20150327,2110,110580,110406
20150330,2110,111715,111710
20150329,1600,101085,111713
20150329,1815,1877,101083
20150328,2000,110404,111711
20150330,2110,111019,112925
20150328,2030,1013,110395
20150329,2130,101084,1876
20150328,2010,111706,110093
20150325,1500,110394,111707
20150329,1815,111716,101088
20150329,1600,111022,110396
20150327,1800,110554,112713
20150405,2030,110554,112909
20150403,1800,112713,111022
20150406,2110,110396,111716
20150404,2030,101088,110394
20150404,1800,111707,111706
20150404,2015,110093,101084
20150405,1600,1876,1013
20150405,1700,110395,111019
20150406,1600,112925,110404
20150405,1815,111711,1877
20150403,2110,101083,101085
20150405,2030,111713,111715
20150404,1810,111710,110580
20150404,1815,110406,110398
20150404,1700,110392,112904
20150410,1800,112909,110392
20150410,2110,112904,110406
20150412,1600,110398,111710
20150411,1810,110580,111713
20150413,2010,111715,101083
20150411,2015,101085,111711
20150412,1815,1877,112925
20150412,1700,110404,110395
20150412,2130,111019,1876
20150411,2030,1013,110093
20150411,1600,101084,111707
20150411,1600,111706,101088
20150413,1600,110394,110396
20150412,1715,111716,112713
20150413,2110,111022,110554
20150418,2100,111022,112909
20150420,2110,110554,111716
20150418,1610,112713,110394
20150421,2030,110396,111706
20150418,2030,101088,101084
20150419,1710,111707,1013
20150418,2015,110093,111019
20150419,1815,1876,110404
20150419,2130,110395,1877
20150419,1500,112925,101085
20150418,1810,111711,111715
20150417,2110,101083,110580
20150419,1830,111713,110398
20150418,1830,111710,112904
20150421,1800,110406,110392
20150504,2100,112909,110406
20150503,1500,110392,111710
20150504,2110,112904,111713
20150502,1500,110398,101083
20150502,2030,110580,111711
20150503,1710,111715,112925
20150502,2015,101085,110395
20150503,1815,1877,1876
20150503,1600,110404,110093
20150502,1700,111019,111707
20150502,1810,1013,101088
20150502,1715,101084,110396
20150430,2105,111706,112713
20150504,1600,110394,110554
20150503,2130,111716,111022
20150509,1830,111716,112909
20150510,1600,111022,110394
20150509,1610,110554,111706
20150511,1800,112713,101084
20150509,2015,110396,1013
20150509,2030,101088,111019
20150510,1600,111707,110404
20150510,2130,110093,1877
20150510,1815,1876,101085
20150508,2000,110395,111715
20150508,1500,112925,110580
20150509,1810,111711,110398
20150508,2110,101083,112904
20150510,2000,111713,110392
20150511,2110,111710,110406
20150516,2015,112909,111710
20150518,2110,110406,111713
20150516,1810,110392,101083
20150516,2030,112904,111711
20150517,2000,110398,112925
20150515,1500,110580,110395
20150518,1800,111715,1876
20150516,1830,101085,110093
20150517,1815,1877,111707
20150515,2000,110404,101088
20150517,1600,111019,110396
20150517,1615,1013,112713
20150516,1800,101084,110554
20150518,2100,111706,111022
20150515,2000,110394,111716
20150523,2015,110394,112909
20150522,2110,111716,111706
20150523,1810,111022,101084
20150523,2030,110554,1013
20150524,2000,112713,111019
20150522,1500,110396,110404
20150525,1800,101088,1877
20150525,1830,111707,101085
20150524,1815,110093,111715
20150524,2000,1876,110580
20150525,1600,110395,110398
20150524,1615,112925,112904
20150523,1800,111711,110392
20150522,2100,101083,110406
20150522,2000,111713,111710
20150530,2000,112909,111713
20150530,2130,111710,101083
20150531,1815,110406,111711
20150529,2000,110392,112925
20150531,1800,112904,110395
