0,1,100,0,0,25,1600,1900
0,2,100,0,0,25,1600,1900
0,3,100,0,0,25,1600,1900
0,4,100,0,0,25,1600,1900
0,5,100,0,0,25,1600,1900
0,6,100,0,0,25,1600,1900
0,7,100,0,0,25,1600,1900
0,8,100,0,0,25,1600,1900
0,9,100,0,0,25,1600,1900
0,10,100,0,0,25,1600,1900
0,11,100,0,0,25,1600,1900
0,12,100,0,0,25,1600,1900
305,1,40,35,25,60,1600,1700
305,2,40,40,20,55,1630,1730
305,3,50,30,20,45,1700,1800
305,4,55,35,10,35,1800,1900
305,5,70,30,0,20,1900,2000
305,6,80,20,0,10,2000,2100
305,7,90,10,0,0,2000,2100
305,8,85,15,0,0,1900,2000
305,9,75,25,0,10,1800,1900
305,10,45,55,0,20,1700,1800
305,11,45,40,15,40,1630,1730
305,12,50,20,30,60,1600,1700
325,1,50,35,15,60,1600,1700
325,2,50,40,10,55,1630,1730
325,3,50,40,10,45,1700,1800
325,4,60,40,0,35,1800,1900
325,5,70,30,0,20,1900,2000
325,6,80,20,0,10,2000,2100
325,7,85,15,0,0,2000,2100
325,8,80,20,0,0,1900,2000
325,9,70,30,0,10,1800,1900
325,10,50,50,0,20,1700,1800
325,11,35,55,10,40,1630,1730
325,12,45,40,15,60,1600,1700
353,1,50,30,20,60,1600,1700
353,2,50,30,20,55,1630,1730
353,3,55,35,10,45,1700,1800
353,4,55,35,10,35,1800,1900
353,5,70,30,0,20,1900,2000
353,6,80,20,0,10,2000,2100
353,7,85,15,0,0,2000,2100
353,8,80,20,0,0,1900,2000
353,9,70,30,0,10,1800,1900
353,10,55,45,0,20,1700,1800
353,11,45,40,15,40,1630,1730
353,12,50,30,20,60,1600,1700
375,1,40,45,15,65,1600,1700
375,2,50,40,10,50,1630,1730
375,3,40,55,5,35,1700,1800
375,4,60,40,0,20,1800,1900
375,5,70,30,0,15,1900,2000
375,6,85,15,0,5,2000,2100
375,7,90,10,0,5,2000,2100
375,8,90,10,0,5,1900,2000
375,9,75,25,0,15,1800,1900
375,10,50,50,0,35,1700,1800
375,11,45,55,0,55,1630,1730
375,12,40,45,15,65,1600,1700
819,1,50,35,15,60,1600,1700
819,2,55,35,10,50,1630,1730
819,3,60,40,0,35,1700,1800
819,4,75,25,0,20,1800,1900
819,5,80,20,0,15,1900,2000
819,6,85,15,0,5,2000,2100
819,7,90,10,0,0,2000,2100
819,8,90,10,0,0,1900,2000
819,9,70,30,0,15,1800,1900
819,10,60,40,0,35,1700,1800
819,11,45,45,10,50,1630,1730
819,12,50,35,15,60,1600,1700
947,1,40,40,20,70,1600,1700
947,2,40,40,20,55,1630,1730
947,3,50,40,10,40,1700,1800
947,4,75,25,0,20,1800,1900
947,5,80,20,0,10,1900,2000
947,6,90,10,0,0,2000,2100
947,7,80,20,0,0,2000,2100
947,8,80,20,0,5,1900,2000
947,9,80,20,0,10,1800,1900
947,10,50,50,0,40,1700,1800
947,11,40,45,15,55,1630,1730
947,12,50,30,20,70,1600,1700
1017,1,35,55,10,60,1600,1700
1017,2,50,45,5,50,1630,1730
1017,3,50,50,0,35,1700,1800
1017,4,65,35,0,20,1800,1900
1017,5,70,30,0,15,1900,2000
1017,6,85,15,0,5,2000,2100
1017,7,85,15,0,5,2000,2100
1017,8,80,20,0,5,1900,2000
1017,9,70,30,0,10,1800,1900
1017,10,50,50,0,40,1700,1800
1017,11,40,50,10,60,1630,1730
1017,12,45,45,10,70,1600,1700
1049,1,45,45,10,60,1600,1700
1049,2,55,40,5,50,1630,1730
1049,3,60,40,0,35,1700,1800
1049,4,70,30,0,20,1800,1900
1049,5,80,20,0,15,1900,2000
1049,6,95,5,0,5,2000,2100
1049,7,95,5,0,0,2000,2100
1049,8,90,10,0,0,1900,2000
1049,9,85,15,0,15,1800,1900
1049,10,65,35,0,35,1700,1800
1049,11,40,50,10,50,1630,1730
1049,12,40,50,10,65,1600,1700
1113,1,35,50,15,65,1600,1700
1113,2,40,50,10,55,1630,1730
1113,3,40,50,10,40,1700,1800
1113,4,60,40,0,20,1800,1900
1113,5,70,30,0,10,1900,2000
1113,6,80,20,0,5,2000,2100
1113,7,85,15,0,5,2000,2100
1113,8,80,20,0,10,1900,2000
1113,9,70,30,0,15,1800,1900
1113,10,50,45,5,40,1700,1800
1113,11,35,55,10,55,1630,1730
1113,12,45,40,15,65,1600,1700
1142,1,50,15,35,60,1600,1700
1142,2,50,25,25,55,1630,1730
