14,0,1337
14,1,1369
14,2,1370
14,3,111109
14,4,1335
14,5,1325
14,6,-1
14,7,-1
81,0,1362
81,1,1343
120,0,243
165,0,481
165,1,234
240,0,1386
240,1,1387
240,2,1383
250,0,1415
250,1,974
263,0,1377
263,1,1370
292,0,1013
292,1,568
316,0,111112
316,1,1395
316,2,111462
316,3,1667
329,0,605
329,1,112139
349,0,112390
349,1,605
349,2,111674
349,3,112139
349,4,112387
349,5,112394
349,6,607
349,7,112392
352,0,607
352,1,112390
379,0,1362
379,1,1343
379,2,1335
379,3,1318
379,4,105035
379,5,1337
379,6,1325
379,7,1328
379,8,105013
379,9,1354
379,10,1338
379,11,1357
379,12,1364
379,13,1356
379,14,1353
379,15,110082
379,16,1322
379,17,1363
392,0,1362
392,1,1343
392,2,1335
392,3,1337
392,4,105035
392,5,1318
392,6,1325
392,7,1328
392,8,1357
392,9,1363
392,10,1354
392,11,1365
392,12,1367
392,13,1353
392,14,1338
392,15,1356
407,0,1878
407,1,1882
419,0,1411
419,1,111115
419,2,974
422,0,112427
422,1,605
434,0,1369
434,1,1370
434,2,111459
434,3,111109
434,4,1377
