0,1,100,0,0,25,1600,1900
0,2,100,0,0,25,1600,1900
0,3,100,0,0,25,1600,1900
0,4,100,0,0,25,1600,1900
0,5,100,0,0,25,1600,1900
0,6,100,0,0,25,1600,1900
0,7,100,0,0,25,1600,1900
0,8,100,0,0,25,1600,1900
0,9,100,0,0,25,1600,1900
0,10,100,0,0,25,1600,1900
0,11,100,0,0,25,1600,1900
0,12,100,0,0,25,1600,1900
279,1,40,35,25,60,0,1700
279,2,40,40,20,55,1630,1730
279,3,50,30,20,45,1700,1800
279,4,55,35,10,35,1800,1900
279,5,70,30,0,20,1900,2000
279,6,80,20,0,10,2000,2100
279,7,90,10,0,0,2000,2100
279,8,85,15,0,0,1900,2000
279,9,75,25,0,10,1800,1900
279,10,45,55,0,20,1700,1800
279,11,45,40,15,40,1630,1730
279,12,50,20,30,60,0,1700
299,1,40,35,25,60,0,1700
299,2,40,40,20,55,1630,1730
299,3,50,30,20,45,1700,1800
299,4,55,35,10,35,1800,1900
299,5,70,30,0,20,1900,2000
299,6,80,20,0,10,2000,2100
299,7,90,10,0,0,2000,2100
299,8,85,15,0,0,1900,2000
299,9,75,25,0,10,1800,1900
299,10,45,55,0,20,1700,1800
299,11,45,40,15,40,1630,1730
299,12,50,20,30,60,0,1700
327,1,40,35,25,60,0,1700
327,2,40,40,20,55,1630,1730
327,3,50,30,20,45,1700,1800
327,4,55,35,10,35,1800,1900
327,5,70,30,0,20,1900,2000
327,6,80,20,0,10,2000,2100
327,7,90,10,0,0,2000,2100
327,8,85,15,0,0,1900,2000
327,9,75,25,0,10,1800,1900
327,10,45,55,0,20,1700,1800
327,11,45,40,15,40,1630,1730
327,12,50,20,30,60,0,1700
351,1,40,45,15,65,0,1700
351,2,50,40,10,50,1630,1730
351,3,40,55,5,35,1700,1800
351,4,60,40,0,20,1800,1900
351,5,70,30,0,15,1900,2000
351,6,85,15,0,5,2000,2100
351,7,90,10,0,5,2000,2100
351,8,90,10,0,5,1900,2000
351,9,75,25,0,15,1800,1900
351,10,50,50,0,35,1700,1800
351,11,45,55,0,55,1630,1730
351,12,35,45,20,65,0,1700
795,1,50,35,15,60,0,1700
795,2,55,35,10,50,1630,1730
795,3,60,40,0,35,1700,1800
795,4,75,25,0,20,1800,1900
795,5,80,20,0,15,1900,2000
795,6,85,15,0,5,2000,2100
795,7,90,10,0,0,2000,2100
795,8,90,10,0,0,1900,2000
795,9,70,30,0,15,1800,1900
795,10,60,40,0,35,1700,1800
795,11,45,45,10,50,1630,1730
795,12,50,35,15,60,0,1700
923,1,45,40,15,70,0,1700
923,2,50,40,10,55,1630,1730
923,3,60,40,0,35,1700,1800
923,4,75,25,0,20,1800,1900
923,5,80,20,0,15,1900,2000
923,6,85,15,0,5,2000,2100
923,7,90,10,0,0,2000,2100
923,8,90,10,0,0,1900,2000
923,9,70,30,0,15,1800,1900
923,10,60,40,0,35,1700,1800
923,11,45,45,10,50,1630,1730
923,12,50,35,15,60,0,1700
990,1,45,45,10,60,0,1700
990,2,55,40,5,50,1630,1730
990,3,60,40,0,35,1700,1800
990,4,70,30,0,20,1800,1900
990,5,80,20,0,15,1900,2000
990,6,95,5,0,5,2000,2100
990,7,95,5,0,5,2000,2100
990,8,90,10,0,0,1900,2000
990,9,85,15,0,15,1800,1900
990,10,65,35,0,35,1700,1800
990,11,40,50,10,55,1630,1730
990,12,40,50,10,65,0,1700
1054,1,45,40,15,70,0,1700
1054,2,50,40,10,55,1630,1730
1054,3,50,40,10,35,1700,1800
1054,4,75,25,0,20,1800,1900
1054,5,80,20,0,15,1900,2000
1054,6,85,15,0,5,2000,2100
1054,7,90,10,0,0,2000,2100
1054,8,90,10,0,0,1900,2000
1054,9,70,30,0,15,1800,1900
1054,10,55,40,5,35,1700,1800
1054,11,45,45,10,50,1630,1730
1054,12,50,35,15,60,0,1700
1083,1,50,15,35,60,0,1700
1083,2,50,25,25,55,1630,1730
1083,3,55,40,5,45,1700,1800
1083,4,70,30,0,35,1800,1900
1083,5,75,25,0,20,1900,2000
1083,6,80,20,0,10,2000,2100
1083,7,65,35,0,5,2000,2100
1083,8,60,40,0,5,1900,2000
1083,9,60,40,0,20,1800,1900
1083,10,50,40,10,40,1700,1800
1083,11,50,20,30,60,1630,1730
1083,12,50,15,35,80,0,1700
1109,1,65,15,20,60,0,1700
1109,2,60,25,15,55,1630,1730
1109,3,50,35,15,45,1700,1800
