5,164,1,2,2,1500
14,172,1,1,1,1200
14,172,1,1,1,1400
14,176,2,1,1,1600
14,177,2,1,1,1200
14,182,3,2,2,1600
15,172,1,1,1,1600
15,172,1,1,1,1800
15,177,2,1,1,1400
15,177,2,1,1,1600
15,182,3,2,2,1600
16,173,1,1,1,1200
16,173,1,1,1,1400
16,178,2,1,1,1200
16,178,2,1,1,1400
16,183,3,2,2,1600
17,173,1,1,1,1600
17,173,1,1,1,1800
17,178,2,1,1,1600
17,179,2,1,1,1200
17,183,3,2,2,1600
18,174,1,1,1,1200
18,174,1,1,1,1400
18,179,2,1,1,1400
18,179,2,1,1,1600
18,184,3,2,2,1600
19,174,1,1,1,1600
19,175,1,1,1,1200
19,180,2,1,1,1200
19,180,2,1,1,1400
19,184,3,2,2,1600
20,175,1,1,1,1400
20,175,1,1,1,1600
20,180,2,1,1,1600
20,181,2,1,1,1200
20,185,3,2,2,1600
21,176,1,1,1,1200
21,176,1,1,1,1400
21,181,2,1,1,1400
21,181,2,1,1,1600
21,185,3,2,2,1600
23,186,1,1,1,1900
24,186,1,1,1,2045
25,187,1,1,1,1900
26,187,1,1,1,2045
27,188,1,1,1,1900
28,188,1,1,1,2045
29,189,1,1,1,1900
30,189,1,1,1,2045
32,193,1,1,1,1900
33,193,1,1,1,2045
34,194,1,1,1,1900
35,194,1,1,1,2045
37,198,1,1,1,2045
38,199,1,1,1,2045
40,202,1,1,1,2045
42,203,1,1,1,2045
49,356,1,1,1,1500
49,356,1,1,1,2000
53,359,1,1,1,1945
54,359,1,1,1,2145
55,362,1,1,1,1500
57,363,1,1,1,1945
71,251,1,20,20,1600
71,254,2,20,20,1945
71,286,3,20,20,1600
71,289,4,20,20,1945
71,321,5,20,20,1600
71,324,6,20,20,1945
71,450,7,20,20,1945
71,454,8,20,20,1600
71,615,9,20,20,1600
71,618,10,20,20,1945
80,174,1,1,1,1800
80,174,1,1,1,2045
80,178,2,1,1,1800
80,178,2,1,1,2045
80,182,3,2,2,2045
81,175,1,1,1,1900
81,175,1,1,1,2145
81,179,2,1,1,1900
81,179,2,1,1,2145
81,183,3,2,2,2145
82,176,1,1,1,1800
82,176,1,1,1,2045
82,180,2,1,1,1800
82,180,2,1,1,2045
82,184,3,2,2,2045
83,177,1,1,1,1900
83,177,1,1,1,2145
83,181,2,1,1,1900
83,181,2,1,1,2145
83,185,3,2,2,2145
85,186,1,1,1,2045
86,187,1,1,1,2045
87,188,1,1,1,2145
88,189,1,1,1,2145
90,192,1,1,1,2145
91,193,1,1,1,2045
93,196,1,1,1,2145
105,251,1,20,20,1600
105,254,2,20,20,1945
105,286,3,20,20,1600
105,289,4,20,20,1945
105,321,5,20,20,1600
105,324,6,20,20,1945
