14,0,1337
14,1,1369
14,2,1370
14,3,111109
14,4,1335
14,5,1325
14,6,-1
14,7,-1
85,0,1362
85,1,1343
85,2,1335
85,3,1318
85,4,105035
85,5,1337
85,6,1325
85,7,1328
85,8,105013
85,9,1354
85,10,1338
85,11,1357
85,12,1364
85,13,1356
85,14,1353
85,15,110082
85,16,1322
85,17,1363
98,0,1362
98,1,1343
119,0,-1
119,1,-1
119,2,-1
119,3,-1
119,4,-1
119,5,-1
119,6,-1
119,7,-1
119,8,-1
119,9,-1
119,10,-1
119,11,-1
119,12,-1
119,13,-1
119,14,-1
119,15,-1
135,0,243
207,0,481
207,1,234
309,0,191
309,1,256
325,0,256
325,1,191
325,2,254
325,3,209
325,4,111822
329,0,673
329,1,1750
351,0,229
351,1,15005
351,2,673
351,3,231
351,4,2007
351,5,232
351,6,681
351,7,110724
357,0,269
357,1,820
375,0,819
375,1,1788
375,2,1786
375,3,1445
375,4,820
375,5,1516
382,0,1
382,1,1952
592,0,10
706,0,10
706,1,9
706,2,5
706,3,1
706,4,7
706,5,18
706,6,11
706,7,17
706,8,1806
746,0,62
746,1,74
864,0,73
864,1,69
864,2,65
864,3,1819
864,4,66
864,5,219
864,6,59
864,7,217
864,8,1809
871,0,22
871,1,21
926,0,21
926,1,22
926,2,34
926,3,32
926,4,175
926,5,23
926,6,169
926,7,100409
926,8,10029
941,0,445
941,1,423
969,0,563
969,1,1572
969,2,423
969,3,306
969,4,445
969,5,422
969,6,305
976,0,48
976,1,45
1030,0,45
1030,1,52
1030,2,48
1030,3,110374
1030,4,44
1030,5,50
1030,6,39
1030,7,46
1030,8,1837
1037,0,1906
1037,1,247
1062,0,245
1062,1,247
1062,2,246
1062,3,1909
1062,4,1903
1062,5,1908
1062,6,1915
1062,7,1913
1066,0,917
1066,1,417
1088,0,417
1088,1,922
1088,2,298
1088,3,917
1088,4,300
1092,0,1871
1092,1,111092
1114,0,1871
1114,1,873
1114,2,111092
1114,3,111086
1114,4,420
1121,0,1887
1121,1,234
1143,0,236
1143,1,234
1143,2,1892
1143,3,1896
1143,4,10020
1143,5,744
1143,6,237
1143,7,1891
1147,0,315
1147,1,110106
1169,0,315
1169,1,100769
1169,2,110106
1169,3,100767
1169,4,110089
1169,5,110227
1169,6,312
1169,7,110109
1173,0,78
1173,1,184
1201,0,78
1201,1,83
1201,2,100804
1201,3,620
1201,4,631
1201,5,181
1211,0,243
1211,1,241
1264,0,240
1264,1,241
1264,2,243
1264,3,448
1264,4,481
1264,5,457
1264,6,483
1264,7,452
1264,8,461
1279,0,319
1279,1,710
1301,0,700
1301,1,711
1301,2,320
1301,3,433
1301,4,702
1301,5,432
1305,0,322
1305,1,896
1321,0,896
1321,1,322
1321,2,898
1321,3,894
1321,4,1715
1321,5,110770
1321,6,900
1325,0,742
1325,1,326
1325,2,325
1325,3,327
1325,4,436
1325,5,101014
1325,6,111988
1328,0,325
1328,1,111988
1354,0,1386
1354,1,1387
1354,2,1383
1364,0,1878
1364,1,1882
1376,0,111144
1376,1,112134
1376,2,698
1376,3,697
1400,0,697
1400,1,698
1400,2,112134
1400,3,111144
1425,0,110781
1425,1,1879
1425,2,1879
1425,3,1053
1425,4,110781
1425,5,1878
1425,6,1882
1442,0,110781
1442,1,110147
1442,2,1879
1442,3,1882
1442,4,1881
1442,5,110144
1442,6,101114
1460,0,1411
1460,1,111115
1460,2,974
1463,0,112427
1463,1,605
1474,0,1415
1474,1,974
1488,0,111395
1488,1,112427
1504,0,1474
1504,1,1473
1504,2,1477
1504,3,982
1511,0,605
1511,1,112139
1531,0,112390
1531,1,605
1531,2,111674
1531,3,112139
1531,4,112387
1531,5,112394
1531,6,607
1531,7,112392
1534,0,607
1534,1,112390
1550,0,1369
1550,1,1370
1550,2,111459
1550,3,111109
1550,4,1377
1553,0,1377
1553,1,1370
1582,0,1013
1582,1,568
1606,0,1876
1606,1,101100
1632,0,1013
1632,1,101085
1632,2,1876
1632,3,1877
1632,4,101083
1632,5,111022
1632,6,101088
1632,7,110395
1632,8,110396
1632,9,110580
1635,0,120011
1635,1,111019
1676,0,15029
1676,1,110980
1676,2,110977
1676,3,110979
1676,4,110977
1676,5,112116
1679,0,111327
1679,1,110980
1679,2,110975
1679,3,112116
1679,4,110979
1679,5,111328
1683,0,101100
1683,1,101105
1683,2,101102
1683,3,101101
1683,4,101103
1683,5,101104
1693,0,101105
1693,1,101100
1693,2,101104
1693,3,101103
1693,4,112528
1693,5,112585
1704,0,568
1704,1,1629
1704,2,1035
1704,3,1048
1704,4,598
1704,5,1043
1704,6,1053
1704,7,1035
1704,8,1039
1704,9,569
1707,0,1043
1707,1,1039
1707,2,1035
1707,3,568
1735,0,111112
1735,1,1395
1735,2,111462
1735,3,1667
