3,0
3,1
3,2
3,3
3,4
3,5
3,6
3,7
5,0
5,1
5,2
5,3
6,0
6,1
6,2
6,3
8,0
8,1
9,0
9,1
11,0
11,1
13,0
13,1
16,0
16,1
16,2
16,3
16,4
17,0
17,1
17,2
17,3
18,0
18,1
18,2
19,0
19,1
19,2
19,3
19,4
19,5
19,6
19,7
19,8
19,9
19,10
19,11
19,12
19,13
19,14
20,0
20,1
20,2
20,3
20,4
22,0
22,1
22,2
22,3
22,4
22,5
23,0
23,1
23,2
24,0
24,1
24,2
24,3
24,4
24,5
25,0
25,1
26,0
26,1
26,2
27,0
27,1
27,2
27,3
27,4
28,0
28,1
28,2
29,0
30,0
30,1
30,2
32,0
32,1
32,2
32,3
33,0
33,1
33,2
33,3
34,0
34,1
34,2
34,3
35,0
35,1
35,2
35,3
36,0
36,1
36,2
36,3
37,0
37,1
37,2
37,3
38,0
38,1
38,2
38,3
39,0
39,1
39,2
39,3
41,0
41,1
41,2
41,3
42,0
42,1
42,2
42,3
43,0
43,1
43,2
43,3
44,0
44,1
44,2
44,3
45,0
45,1
45,2
45,3
46,0
46,1
46,2
46,3
47,0
47,1
47,2
47,3
48,0
48,1
48,2
48,3
50,0
50,1
51,0
51,1
52,0
52,1
53,0
53,1
54,0
54,1
55,0
55,1
56,0
56,1
57,0
57,1
59,0
59,1
60,0
60,1
61,0
61,1
62,0
62,1
64,0
64,1
65,0
65,1
67,0
67,1
69,0
69,1
72,0
72,1
72,2
72,3
72,4
72,5
73,0
73,1
73,2
73,3
73,4
73,5
74,0
74,1
74,2
74,3
74,4
74,5
75,0
75,1
75,2
75,3
75,4
75,5
77,0
77,1
77,2
77,3
78,0
78,1
78,2
78,3
79,0
79,1
79,2
79,3
80,0
80,1
80,2
80,3
81,0
81,1
81,2
81,3
82,0
82,1
82,2
82,3
84,0
84,1
84,2
84,3
84,4
84,5
86,0
86,1
86,2
86,3
88,0
88,1
89,0
89,1
90,0
90,1
91,0
91,1
92,0
92,1
93,0
93,1
94,0
94,1
95,0
95,1
97,0
97,1
98,0
98,1
99,0
99,1
100,0
100,1
102,0
102,1
103,0
103,1
105,0
105,1
108,0
108,1
111,0
111,1
111,2
111,3
112,0
112,1
112,2
112,3
113,0
113,1
113,2
113,3
114,0
114,1
114,2
114,3
115,0
115,1
115,2
115,3
116,0
116,1
116,2
116,3
117,0
117,1
117,2
117,3
118,0
118,1
118,2
118,3
120,0
120,1
120,2
120,3
120,4
120,5
120,6
120,7
121,0
121,1
121,2
121,3
