5,175,1,1,1,1200
5,175,1,1,1,1600
5,178,2,1,1,1200
5,178,2,1,1,1600
5,181,3,1,1,1200
5,181,3,1,1,1600
6,176,1,1,1,1200
6,176,1,1,1,1600
6,179,2,1,1,1200
6,179,2,1,1,1600
6,182,3,1,1,1200
6,182,3,1,1,1600
8,185,1,1,1,1600
9,186,1,1,1,1600
11,188,1,1,1,1600
13,189,1,1,1,1600
31,165,1,1,1,1800
31,166,1,1,1,1700
31,170,2,1,1,2100
31,171,2,1,1,1800
31,176,3,2,2,1800
32,166,1,1,1,1800
32,166,1,1,1,2100
32,171,2,1,1,1500
32,171,2,1,1,2100
32,176,3,2,2,2000
33,167,1,1,1,1300
33,167,1,1,1,1900
33,172,2,1,1,1700
33,172,2,1,1,1900
33,177,3,2,2,1700
34,167,1,1,1,1600
34,167,1,1,1,2100
34,173,2,1,1,1800
34,172,2,1,1,2100
34,177,3,2,2,2100
35,168,1,1,1,1600
35,168,1,1,1,2100
35,173,2,1,1,1500
35,173,2,1,1,2000
35,178,3,2,2,2100
36,168,1,1,1,1800
36,169,1,1,1,1500
36,174,2,1,1,1800
36,174,2,1,1,2100
36,178,3,2,2,1900
37,169,1,1,1,1800
37,169,1,1,1,2100
37,174,2,1,1,1500
37,175,2,1,1,1500
37,179,3,2,2,2100
38,170,1,1,1,1500
38,170,1,1,1,1800
38,175,2,1,1,2000
38,175,2,1,1,2100
38,179,3,2,2,1700
40,181,1,1,1,2100
41,181,1,1,1,1700
42,182,1,1,1,1700
43,182,1,1,1,2100
44,183,1,1,1,1800
45,183,1,1,1,2100
46,184,1,1,1,1700
47,184,1,1,1,2100
49,187,1,1,1,1700
50,187,1,1,1,2100
51,188,1,1,1,2100
52,188,1,1,1,1800
54,191,1,1,1,2100
55,192,1,1,1,2100
57,195,1,1,1,1700
59,196,1,1,1,1800
67,530,1,1,1,2100
67,531,1,1,1,1500
67,535,2,1,1,1800
67,535,2,1,1,2100
67,539,3,2,2,2100
68,531,1,1,1,1800
68,531,1,1,1,2100
68,535,2,1,1,1500
68,536,2,1,1,1500
68,540,3,2,2,2100
69,532,1,1,1,1800
69,532,1,1,1,2100
69,536,2,1,1,1800
69,536,2,1,1,2100
69,541,3,2,2,1800
70,532,1,1,1,1500
70,533,1,1,1,1500
70,537,2,1,1,1800
70,537,2,1,1,2100
70,541,3,2,2,2100
71,533,1,1,1,1800
71,533,1,1,1,2100
71,537,2,1,1,1500
71,538,2,1,1,1500
71,542,3,2,2,2100
72,534,1,1,1,1800
72,534,1,1,1,2100
72,538,2,1,1,1800
72,538,2,1,1,2100
72,542,3,2,2,1800
78,545,1,1,1,1500
79,545,1,1,1,2100
80,545,1,1,1,1800
81,546,1,1,1,2100
82,546,1,1,1,1800
83,547,1,1,1,1800
84,546,1,1,1,1500
85,547,1,1,1,2100
87,550,1,1,1,2100
88,551,1,1,1,2100
89,552,1,1,1,2100
90,553,1,1,1,2100
92,556,1,1,1,2100
93,557,1,1,1,2100
94,560,1,1,1,2100
95,562,1,1,1,2145
97,226,1,1,1,1945
101,262,1,2,2,1945
101,275,2,2,2,1945
101,296,3,2,2,1945
101,311,4,2,2,1945
101,331,5,2,2,1945
101,346,6,2,2,1945
102,262,1,2,2,1945
102,275,2,2,2,1945
102,296,3,2,2,1945
102,311,4,2,2,1945
102,331,5,2,2,1945
102,346,6,2,2,1945
103,262,1,2,2,1945
103,275,2,2,2,1945
103,296,3,2,2,1945
103,311,4,2,2,1945
103,331,5,2,2,1945
103,346,6,2,2,1945
104,262,1,2,2,1945
104,275,2,2,2,1945
104,296,3,2,2,1945
104,311,4,2,2,1945
104,331,5,2,2,1945
104,346,6,2,2,1945
105,261,1,2,2,1945
105,276,2,2,2,1945
105,297,3,2,2,1945
105,310,4,2,2,1945
105,332,5,2,2,1945
105,345,6,2,2,1945
106,261,1,2,2,1945
106,276,2,2,2,1945
106,297,3,2,2,1945
106,310,4,2,2,1945
106,332,5,2,2,1945
106,345,6,2,2,1945
107,261,1,2,2,1945
107,276,2,2,2,1945
107,297,3,2,2,1945
107,310,4,2,2,1945
107,332,5,2,2,1945
107,345,6,2,2,1945
108,261,1,2,2,1945
108,276,2,2,2,1945
108,297,3,2,2,1945
108,310,4,2,2,1945
108,332,5,2,2,1945
108,345,6,2,2,1945
113,415,1,1,1,1945
113,437,2,1,1,1945
114,415,1,1,1,1945
114,437,2,1,1,1945
115,416,1,1,1,1945
115,436,2,1,1,1945
116,416,1,1,1,1945
116,436,2,1,1,1945
117,422,1,1,1,1945
117,444,2,1,1,1945
118,422,1,1,1,1945
118,444,2,1,1,1945
119,423,1,1,1,1945
